InvoiceId	UnitPrice	Quantity	TrackId
60	0.99	1	1922
60	0.99	1	1928
60	0.99	1	1934
60	0.99	1	1940
60	0.99	1	1946
61	0.99	1	1955
61	0.99	1	1964
61	0.99	1	1973
61	0.99	1	1982
61	0.99	1	1991
61	0.99	1	2000
61	0.99	1	2009
61	0.99	1	2018
61	0.99	1	2027
61	0.99	1	2036
61	0.99	1	2045
61	0.99	1	2054
61	0.99	1	2063
61	0.99	1	2072
62	0.99	1	2086
63	0.99	1	2087
63	0.99	1	2088
64	0.99	1	2090
64	0.99	1	2092
65	0.99	1	2094
65	0.99	1	2096
65	0.99	1	2098
65	0.99	1	2100
66	0.99	1	2104
66	0.99	1	2108
66	0.99	1	2112
66	0.99	1	2116
66	0.99	1	2120
66	0.99	1	2124
67	0.99	1	2130
67	0.99	1	2136
67	0.99	1	2142
67	0.99	1	2148
67	0.99	1	2154
67	0.99	1	2160
67	0.99	1	2166
67	0.99	1	2172
67	0.99	1	2178
68	0.99	1	2187
68	0.99	1	2196
68	0.99	1	2205
68	0.99	1	2214
68	0.99	1	2223
68	0.99	1	2232
68	0.99	1	2241
68	0.99	1	2250
68	0.99	1	2259
68	0.99	1	2268
68	0.99	1	2277
68	0.99	1	2286
68	0.99	1	2295
68	0.99	1	2304
69	0.99	1	2318
70	0.99	1	2319
70	0.99	1	2320
71	0.99	1	2322
71	0.99	1	2324
72	0.99	1	2326
72	0.99	1	2328
72	0.99	1	2330
72	0.99	1	2332
73	0.99	1	2336
73	0.99	1	2340
73	0.99	1	2344
73	0.99	1	2348
73	0.99	1	2352
73	0.99	1	2356
74	0.99	1	2362
74	0.99	1	2368
74	0.99	1	2374
74	0.99	1	2380
74	0.99	1	2386
74	0.99	1	2392
74	0.99	1	2398
74	0.99	1	2404
74	0.99	1	2410
75	0.99	1	2419
75	0.99	1	2428
75	0.99	1	2437
75	0.99	1	2446
75	0.99	1	2455
75	0.99	1	2464
75	0.99	1	2473
75	0.99	1	2482
75	0.99	1	2491
75	0.99	1	2500
75	0.99	1	2509
75	0.99	1	2518
75	0.99	1	2527
75	0.99	1	2536
76	0.99	1	2550
77	0.99	1	2551
77	0.99	1	2552
78	0.99	1	2554
78	0.99	1	2556
79	0.99	1	2558
79	0.99	1	2560
79	0.99	1	2562
79	0.99	1	2564
80	0.99	1	2568
80	0.99	1	2572
80	0.99	1	2576
80	0.99	1	2580
80	0.99	1	2584
80	0.99	1	2588
81	0.99	1	2594
81	0.99	1	2600
81	0.99	1	2606
81	0.99	1	2612
81	0.99	1	2618
81	0.99	1	2624
81	0.99	1	2630
81	0.99	1	2636
81	0.99	1	2642
82	0.99	1	2651
82	0.99	1	2660
82	0.99	1	2669
82	0.99	1	2678
82	0.99	1	2687
82	0.99	1	2696
82	0.99	1	2705
82	0.99	1	2714
82	0.99	1	2723
82	0.99	1	2732
82	0.99	1	2741
82	0.99	1	2750
82	0.99	1	2759
82	0.99	1	2768
83	0.99	1	2782
84	0.99	1	2783
84	0.99	1	2784
85	0.99	1	2786
85	0.99	1	2788
86	0.99	1	2790
86	0.99	1	2792
86	0.99	1	2794
86	0.99	1	2796
87	0.99	1	2800
87	0.99	1	2804
87	0.99	1	2808
87	0.99	1	2812
87	0.99	1	2816
87	1.99	1	2820
88	1.99	1	2826
88	1.99	1	2832
88	1.99	1	2838
88	1.99	1	2844
88	1.99	1	2850
88	1.99	1	2856
88	1.99	1	2862
88	1.99	1	2868
88	1.99	1	2874
89	1.99	1	2883
89	1.99	1	2892
89	1.99	1	2901
89	1.99	1	2910
89	1.99	1	2919
89	0.99	1	2928
89	0.99	1	2937
89	0.99	1	2946
89	0.99	1	2955
89	0.99	1	2964
89	0.99	1	2973
89	0.99	1	2982
89	0.99	1	2991
89	0.99	1	3000
90	0.99	1	3014
91	0.99	1	3015
91	0.99	1	3016
92	0.99	1	3018
92	0.99	1	3020
93	0.99	1	3022
93	0.99	1	3024
93	0.99	1	3026
93	0.99	1	3028
94	0.99	1	3032
94	0.99	1	3036
94	0.99	1	3040
94	0.99	1	3044
94	0.99	1	3048
94	0.99	1	3052
95	0.99	1	3058
95	0.99	1	3064
95	0.99	1	3070
95	0.99	1	3076
95	0.99	1	3082
95	0.99	1	3088
95	0.99	1	3094
95	0.99	1	3100
95	0.99	1	3106
96	0.99	1	3115
96	0.99	1	3124
96	0.99	1	3133
96	0.99	1	3142
96	0.99	1	3151
96	0.99	1	3160
96	1.99	1	3169
96	1.99	1	3178
96	1.99	1	3187
96	1.99	1	3196
96	1.99	1	3205
96	1.99	1	3214
96	1.99	1	3223
96	1.99	1	3232
97	1.99	1	3246
98	1.99	1	3247
98	1.99	1	3248
99	1.99	1	3250
99	1.99	1	3252
100	0.99	1	3254
100	0.99	1	3256
100	0.99	1	3258
100	0.99	1	3260
101	0.99	1	3264
101	0.99	1	3268
101	0.99	1	3272
101	0.99	1	3276
101	0.99	1	3280
101	0.99	1	3284
102	0.99	1	3290
102	0.99	1	3296
102	0.99	1	3302
102	0.99	1	3308
102	0.99	1	3314
102	0.99	1	3320
102	0.99	1	3326
102	0.99	1	3332
102	1.99	1	3338
103	1.99	1	3347
103	0.99	1	3356
103	0.99	1	3365
103	0.99	1	3374
103	0.99	1	3383
103	0.99	1	3392
103	0.99	1	3401
103	0.99	1	3410
103	0.99	1	3419
103	1.99	1	3428
103	0.99	1	3437
103	0.99	1	3446
103	0.99	1	3455
103	0.99	1	3464
104	0.99	1	3478
105	0.99	1	3479
105	0.99	1	3480
106	0.99	1	3482
106	0.99	1	3484
107	0.99	1	3486
107	0.99	1	3488
107	0.99	1	3490
107	0.99	1	3492
108	0.99	1	3496
108	0.99	1	3500
108	0.99	1	1
108	0.99	1	5
108	0.99	1	9
108	0.99	1	13
109	0.99	1	19
109	0.99	1	25
109	0.99	1	31
109	0.99	1	37
109	0.99	1	43
109	0.99	1	49
109	0.99	1	55
109	0.99	1	61
109	0.99	1	67
110	0.99	1	76
110	0.99	1	85
110	0.99	1	94
110	0.99	1	103
110	0.99	1	112
110	0.99	1	121
110	0.99	1	130
110	0.99	1	139
110	0.99	1	148
110	0.99	1	157
110	0.99	1	166
110	0.99	1	175
110	0.99	1	184
110	0.99	1	193
111	0.99	1	207
112	0.99	1	208
112	0.99	1	209
113	0.99	1	211
113	0.99	1	213
114	0.99	1	215
114	0.99	1	217
114	0.99	1	219
114	0.99	1	221
115	0.99	1	225
115	0.99	1	229
115	0.99	1	233
115	0.99	1	237
115	0.99	1	241
115	0.99	1	245
116	0.99	1	251
116	0.99	1	257
116	0.99	1	263
116	0.99	1	269
116	0.99	1	275
116	0.99	1	281
116	0.99	1	287
116	0.99	1	293
116	0.99	1	299
117	0.99	1	308
117	0.99	1	317
117	0.99	1	326
117	0.99	1	335
117	0.99	1	344
117	0.99	1	353
117	0.99	1	362
117	0.99	1	371
117	0.99	1	380
117	0.99	1	389
117	0.99	1	398
117	0.99	1	407
117	0.99	1	416
117	0.99	1	425
118	0.99	1	439
119	0.99	1	440
119	0.99	1	441
120	0.99	1	443
120	0.99	1	445
121	0.99	1	447
121	0.99	1	449
121	0.99	1	451
121	0.99	1	453
122	0.99	1	457
122	0.99	1	461
122	0.99	1	465
122	0.99	1	469
122	0.99	1	473
122	0.99	1	477
123	0.99	1	483
123	0.99	1	489
123	0.99	1	495
123	0.99	1	501
123	0.99	1	507
123	0.99	1	513
123	0.99	1	519
123	0.99	1	525
123	0.99	1	531
124	0.99	1	540
124	0.99	1	549
124	0.99	1	558
124	0.99	1	567
124	0.99	1	576
124	0.99	1	585
124	0.99	1	594
124	0.99	1	603
124	0.99	1	612
124	0.99	1	621
124	0.99	1	630
124	0.99	1	639
124	0.99	1	648
124	0.99	1	657
125	0.99	1	671
126	0.99	1	672
126	0.99	1	673
127	0.99	1	675
127	0.99	1	677
128	0.99	1	679
128	0.99	1	681
128	0.99	1	683
128	0.99	1	685
129	0.99	1	689
129	0.99	1	693
129	0.99	1	697
129	0.99	1	701
129	0.99	1	705
129	0.99	1	709
130	0.99	1	715
130	0.99	1	721
130	0.99	1	727
130	0.99	1	733
130	0.99	1	739
130	0.99	1	745
130	0.99	1	751
130	0.99	1	757
130	0.99	1	763
131	0.99	1	772
131	0.99	1	781
131	0.99	1	790
131	0.99	1	799
131	0.99	1	808
131	0.99	1	817
131	0.99	1	826
131	0.99	1	835
131	0.99	1	844
131	0.99	1	853
131	0.99	1	862
131	0.99	1	871
131	0.99	1	880
131	0.99	1	889
132	0.99	1	903
133	0.99	1	904
133	0.99	1	905
134	0.99	1	907
134	0.99	1	909
135	0.99	1	911
135	0.99	1	913
135	0.99	1	915
135	0.99	1	917
136	0.99	1	921
136	0.99	1	925
136	0.99	1	929
136	0.99	1	933
136	0.99	1	937
136	0.99	1	941
137	0.99	1	947
137	0.99	1	953
137	0.99	1	959
137	0.99	1	965
137	0.99	1	971
137	0.99	1	977
137	0.99	1	983
137	0.99	1	989
137	0.99	1	995
138	0.99	1	1004
138	0.99	1	1013
138	0.99	1	1022
138	0.99	1	1031
138	0.99	1	1040
138	0.99	1	1049
138	0.99	1	1058
138	0.99	1	1067
138	0.99	1	1076
138	0.99	1	1085
138	0.99	1	1094
138	0.99	1	1103
138	0.99	1	1112
138	0.99	1	1121
139	0.99	1	1135
140	0.99	1	1136
140	0.99	1	1137
141	0.99	1	1139
141	0.99	1	1141
142	0.99	1	1143
142	0.99	1	1145
142	0.99	1	1147
142	0.99	1	1149
143	0.99	1	1153
143	0.99	1	1157
143	0.99	1	1161
143	0.99	1	1165
143	0.99	1	1169
143	0.99	1	1173
144	0.99	1	1179
144	0.99	1	1185
144	0.99	1	1191
144	0.99	1	1197
144	0.99	1	1203
144	0.99	1	1209
144	0.99	1	1215
144	0.99	1	1221
144	0.99	1	1227
145	0.99	1	1236
145	0.99	1	1245
145	0.99	1	1254
145	0.99	1	1263
145	0.99	1	1272
145	0.99	1	1281
145	0.99	1	1290
145	0.99	1	1299
145	0.99	1	1308
145	0.99	1	1317
145	0.99	1	1326
145	0.99	1	1335
145	0.99	1	1344
145	0.99	1	1353
146	0.99	1	1367
147	0.99	1	1368
147	0.99	1	1369
148	0.99	1	1371
148	0.99	1	1373
149	0.99	1	1375
149	0.99	1	1377
149	0.99	1	1379
149	0.99	1	1381
150	0.99	1	1385
150	0.99	1	1389
150	0.99	1	1393
150	0.99	1	1397
150	0.99	1	1401
150	0.99	1	1405
151	0.99	1	1411
151	0.99	1	1417
151	0.99	1	1423
151	0.99	1	1429
151	0.99	1	1435
151	0.99	1	1441
151	0.99	1	1447
151	0.99	1	1453
151	0.99	1	1459
152	0.99	1	1468
152	0.99	1	1477
152	0.99	1	1486
152	0.99	1	1495
152	0.99	1	1504
152	0.99	1	1513
152	0.99	1	1522
152	0.99	1	1531
152	0.99	1	1540
152	0.99	1	1549
152	0.99	1	1558
152	0.99	1	1567
152	0.99	1	1576
152	0.99	1	1585
153	0.99	1	1599
154	0.99	1	1600
154	0.99	1	1601
155	0.99	1	1603
155	0.99	1	1605
156	0.99	1	1607
156	0.99	1	1609
156	0.99	1	1611
156	0.99	1	1613
157	0.99	1	1617
157	0.99	1	1621
157	0.99	1	1625
157	0.99	1	1629
157	0.99	1	1633
157	0.99	1	1637
158	0.99	1	1643
158	0.99	1	1649
158	0.99	1	1655
158	0.99	1	1661
158	0.99	1	1667
158	0.99	1	1673
158	0.99	1	1679
158	0.99	1	1685
158	0.99	1	1691
159	0.99	1	1700
159	0.99	1	1709
159	0.99	1	1718
159	0.99	1	1727
159	0.99	1	1736
159	0.99	1	1745
159	0.99	1	1754
159	0.99	1	1763
159	0.99	1	1772
159	0.99	1	1781
159	0.99	1	1790
159	0.99	1	1799
159	0.99	1	1808
159	0.99	1	1817
160	0.99	1	1831
161	0.99	1	1832
161	0.99	1	1833
162	0.99	1	1835
162	0.99	1	1837
163	0.99	1	1839
163	0.99	1	1841
163	0.99	1	1843
163	0.99	1	1845
164	0.99	1	1849
164	0.99	1	1853
164	0.99	1	1857
164	0.99	1	1861
164	0.99	1	1865
164	0.99	1	1869
165	0.99	1	1875
165	0.99	1	1881
165	0.99	1	1887
165	0.99	1	1893
165	0.99	1	1899
165	0.99	1	1905
165	0.99	1	1911
165	0.99	1	1917
165	0.99	1	1923
166	0.99	1	1932
166	0.99	1	1941
166	0.99	1	1950
166	0.99	1	1959
166	0.99	1	1968
166	0.99	1	1977
166	0.99	1	1986
166	0.99	1	1995
166	0.99	1	2004
166	0.99	1	2013
166	0.99	1	2022
166	0.99	1	2031
166	0.99	1	2040
166	0.99	1	2049
167	0.99	1	2063
168	0.99	1	2064
168	0.99	1	2065
169	0.99	1	2067
169	0.99	1	2069
170	0.99	1	2071
170	0.99	1	2073
170	0.99	1	2075
170	0.99	1	2077
171	0.99	1	2081
171	0.99	1	2085
171	0.99	1	2089
171	0.99	1	2093
171	0.99	1	2097
171	0.99	1	2101
172	0.99	1	2107
172	0.99	1	2113
172	0.99	1	2119
172	0.99	1	2125
172	0.99	1	2131
172	0.99	1	2137
172	0.99	1	2143
172	0.99	1	2149
172	0.99	1	2155
173	0.99	1	2164
173	0.99	1	2173
173	0.99	1	2182
173	0.99	1	2191
173	0.99	1	2200
173	0.99	1	2209
173	0.99	1	2218
173	0.99	1	2227
173	0.99	1	2236
173	0.99	1	2245
173	0.99	1	2254
173	0.99	1	2263
173	0.99	1	2272
173	0.99	1	2281
174	0.99	1	2295
175	0.99	1	2296
175	0.99	1	2297
176	0.99	1	2299
176	0.99	1	2301
177	0.99	1	2303
177	0.99	1	2305
177	0.99	1	2307
177	0.99	1	2309
178	0.99	1	2313
178	0.99	1	2317
178	0.99	1	2321
178	0.99	1	2325
178	0.99	1	2329
178	0.99	1	2333
179	0.99	1	2339
179	0.99	1	2345
179	0.99	1	2351
179	0.99	1	2357
179	0.99	1	2363
179	0.99	1	2369
179	0.99	1	2375
179	0.99	1	2381
179	0.99	1	2387
180	0.99	1	2396
180	0.99	1	2405
180	0.99	1	2414
180	0.99	1	2423
180	0.99	1	2432
180	0.99	1	2441
180	0.99	1	2450
180	0.99	1	2459
180	0.99	1	2468
180	0.99	1	2477
180	0.99	1	2486
180	0.99	1	2495
180	0.99	1	2504
180	0.99	1	2513
181	0.99	1	2527
182	0.99	1	2528
182	0.99	1	2529
183	0.99	1	2531
183	0.99	1	2533
184	0.99	1	2535
184	0.99	1	2537
184	0.99	1	2539
184	0.99	1	2541
185	0.99	1	2545
185	0.99	1	2549
185	0.99	1	2553
185	0.99	1	2557
185	0.99	1	2561
185	0.99	1	2565
186	0.99	1	2571
186	0.99	1	2577
186	0.99	1	2583
186	0.99	1	2589
186	0.99	1	2595
186	0.99	1	2601
186	0.99	1	2607
186	0.99	1	2613
186	0.99	1	2619
187	0.99	1	2628
187	0.99	1	2637
187	0.99	1	2646
187	0.99	1	2655
187	0.99	1	2664
187	0.99	1	2673
187	0.99	1	2682
187	0.99	1	2691
187	0.99	1	2700
187	0.99	1	2709
187	0.99	1	2718
187	0.99	1	2727
187	0.99	1	2736
187	0.99	1	2745
188	0.99	1	2759
189	0.99	1	2760
189	0.99	1	2761
190	0.99	1	2763
190	0.99	1	2765
191	0.99	1	2767
191	0.99	1	2769
191	0.99	1	2771
191	0.99	1	2773
192	0.99	1	2777
192	0.99	1	2781
192	0.99	1	2785
192	0.99	1	2789
192	0.99	1	2793
192	0.99	1	2797
193	0.99	1	2803
193	0.99	1	2809
193	0.99	1	2815
193	1.99	1	2821
193	1.99	1	2827
193	1.99	1	2833
193	1.99	1	2839
193	1.99	1	2845
193	1.99	1	2851
194	1.99	1	2860
194	1.99	1	2869
194	1.99	1	2878
194	1.99	1	2887
194	1.99	1	2896
194	1.99	1	2905
194	1.99	1	2914
194	1.99	1	2923
194	0.99	1	2932
194	0.99	1	2941
194	0.99	1	2950
194	0.99	1	2959
194	0.99	1	2968
194	0.99	1	2977
195	0.99	1	2991
196	0.99	1	2992
196	0.99	1	2993
197	0.99	1	2995
197	0.99	1	2997
198	0.99	1	2999
198	0.99	1	3001
198	0.99	1	3003
198	0.99	1	3005
199	0.99	1	3009
199	0.99	1	3013
199	0.99	1	3017
199	0.99	1	3021
199	0.99	1	3025
199	0.99	1	3029
200	0.99	1	3035
200	0.99	1	3041
200	0.99	1	3047
200	0.99	1	3053
200	0.99	1	3059
200	0.99	1	3065
200	0.99	1	3071
200	0.99	1	3077
200	0.99	1	3083
201	0.99	1	3092
201	0.99	1	3101
201	0.99	1	3110
201	0.99	1	3119
201	0.99	1	3128
201	0.99	1	3137
201	0.99	1	3146
201	0.99	1	3155
201	0.99	1	3164
201	1.99	1	3173
201	1.99	1	3182
201	1.99	1	3191
201	1.99	1	3200
201	1.99	1	3209
202	1.99	1	3223
203	1.99	1	3224
203	0.99	1	3225
204	1.99	1	3227
204	1.99	1	3229
205	1.99	1	3231
205	1.99	1	3233
205	1.99	1	3235
205	1.99	1	3237
206	1.99	1	3241
206	1.99	1	3245
206	1.99	1	3249
206	0.99	1	3253
206	0.99	1	3257
206	0.99	1	3261
207	0.99	1	3267
207	0.99	1	3273
207	0.99	1	3279
207	0.99	1	3285
207	0.99	1	3291
207	0.99	1	3297
207	0.99	1	3303
207	0.99	1	3309
207	0.99	1	3315
208	0.99	1	3324
208	0.99	1	3333
208	1.99	1	3342
208	0.99	1	3351
208	1.99	1	3360
208	0.99	1	3369
208	0.99	1	3378
208	0.99	1	3387
208	0.99	1	3396
208	0.99	1	3405
208	0.99	1	3414
208	0.99	1	3423
208	0.99	1	3432
208	0.99	1	3441
209	0.99	1	3455
210	0.99	1	3456
210	0.99	1	3457
211	0.99	1	3459
211	0.99	1	3461
212	0.99	1	3463
212	0.99	1	3465
212	0.99	1	3467
212	0.99	1	3469
213	0.99	1	3473
213	0.99	1	3477
213	0.99	1	3481
213	0.99	1	3485
213	0.99	1	3489
213	0.99	1	3493
214	0.99	1	3499
214	0.99	1	2
214	0.99	1	8
214	0.99	1	14
214	0.99	1	20
214	0.99	1	26
214	0.99	1	32
214	0.99	1	38
214	0.99	1	44
215	0.99	1	53
215	0.99	1	62
215	0.99	1	71
215	0.99	1	80
215	0.99	1	89
215	0.99	1	98
215	0.99	1	107
215	0.99	1	116
215	0.99	1	125
215	0.99	1	134
215	0.99	1	143
215	0.99	1	152
215	0.99	1	161
215	0.99	1	170
216	0.99	1	184
217	0.99	1	185
217	0.99	1	186
218	0.99	1	188
218	0.99	1	190
219	0.99	1	192
219	0.99	1	194
219	0.99	1	196
219	0.99	1	198
220	0.99	1	202
220	0.99	1	206
220	0.99	1	210
220	0.99	1	214
220	0.99	1	218
220	0.99	1	222
221	0.99	1	228
221	0.99	1	234
221	0.99	1	240
221	0.99	1	246
221	0.99	1	252
221	0.99	1	258
221	0.99	1	264
221	0.99	1	270
221	0.99	1	276
222	0.99	1	285
222	0.99	1	294
222	0.99	1	303
222	0.99	1	312
222	0.99	1	321
222	0.99	1	330
222	0.99	1	339
222	0.99	1	348
222	0.99	1	357
222	0.99	1	366
222	0.99	1	375
222	0.99	1	384
222	0.99	1	393
222	0.99	1	402
223	0.99	1	416
224	0.99	1	417
224	0.99	1	418
225	0.99	1	420
225	0.99	1	422
226	0.99	1	424
226	0.99	1	426
226	0.99	1	428
226	0.99	1	430
227	0.99	1	434
227	0.99	1	438
227	0.99	1	442
227	0.99	1	446
227	0.99	1	450
227	0.99	1	454
228	0.99	1	460
228	0.99	1	466
228	0.99	1	472
228	0.99	1	478
228	0.99	1	484
228	0.99	1	490
228	0.99	1	496
228	0.99	1	502
228	0.99	1	508
229	0.99	1	517
229	0.99	1	526
229	0.99	1	535
229	0.99	1	544
229	0.99	1	553
229	0.99	1	562
229	0.99	1	571
229	0.99	1	580
229	0.99	1	589
229	0.99	1	598
229	0.99	1	607
229	0.99	1	616
229	0.99	1	625
229	0.99	1	634
230	0.99	1	648
231	0.99	1	649
231	0.99	1	650
232	0.99	1	652
232	0.99	1	654
233	0.99	1	656
233	0.99	1	658
233	0.99	1	660
233	0.99	1	662
234	0.99	1	666
234	0.99	1	670
234	0.99	1	674
234	0.99	1	678
234	0.99	1	682
234	0.99	1	686
235	0.99	1	692
235	0.99	1	698
235	0.99	1	704
235	0.99	1	710
235	0.99	1	716
235	0.99	1	722
235	0.99	1	728
235	0.99	1	734
235	0.99	1	740
236	0.99	1	749
236	0.99	1	758
236	0.99	1	767
236	0.99	1	776
236	0.99	1	785
236	0.99	1	794
236	0.99	1	803
236	0.99	1	812
236	0.99	1	821
236	0.99	1	830
236	0.99	1	839
236	0.99	1	848
236	0.99	1	857
236	0.99	1	866
237	0.99	1	880
238	0.99	1	881
238	0.99	1	882
239	0.99	1	884
239	0.99	1	886
240	0.99	1	888
240	0.99	1	890
240	0.99	1	892
240	0.99	1	894
241	0.99	1	898
241	0.99	1	902
241	0.99	1	906
241	0.99	1	910
241	0.99	1	914
241	0.99	1	918
242	0.99	1	924
242	0.99	1	930
242	0.99	1	936
242	0.99	1	942
242	0.99	1	948
242	0.99	1	954
242	0.99	1	960
242	0.99	1	966
242	0.99	1	972
