trackId:ID,name,composer,milliseconds:int,bytes:int,unitPrice:float,:LABEL
track60,"Confusion","Jerry Cantrell; Michael Starr; Layne Staley",344163,11183647,0.99,Track
track61,"I Know Somethin (Bout You)","Jerry Cantrell",261955,8497788,0.99,Track
track62,"Real Thing","Jerry Cantrell; Layne Staley",243879,7937731,0.99,Track
track63,"Desafinado",NULL,185338,5990473,0.99,Track
track64,"Garota De Ipanema",NULL,285048,9348428,0.99,Track
track65,"Samba De Uma Nota Só (One Note Samba)",NULL,137273,4535401,0.99,Track
track66,"Por Causa De Você",NULL,169900,5536496,0.99,Track
track67,"Ligia",NULL,251977,8226934,0.99,Track
track68,"Fotografia",NULL,129227,4198774,0.99,Track
track69,"Dindi (Dindi)",NULL,253178,8149148,0.99,Track
track70,"Se Todos Fossem Iguais A Você (Instrumental)",NULL,134948,4393377,0.99,Track
track71,"Falando De Amor",NULL,219663,7121735,0.99,Track
track72,"Angela",NULL,169508,5574957,0.99,Track
track73,"Corcovado (Quiet Nights Of Quiet Stars)",NULL,205662,6687994,0.99,Track
track74,"Outra Vez",NULL,126511,4110053,0.99,Track
track75,"O Boto (Bôto)",NULL,366837,12089673,0.99,Track
track76,"Canta; Canta Mais",NULL,271856,8719426,0.99,Track
track77,"Enter Sandman","Apocalyptica",221701,7286305,0.99,Track
track78,"Master Of Puppets","Apocalyptica",436453,14375310,0.99,Track
track79,"Harvester Of Sorrow","Apocalyptica",374543,12372536,0.99,Track
track80,"The Unforgiven","Apocalyptica",322925,10422447,0.99,Track
track81,"Sad But True","Apocalyptica",288208,9405526,0.99,Track
track82,"Creeping Death","Apocalyptica",308035,10110980,0.99,Track
track83,"Wherever I May Roam","Apocalyptica",369345,12033110,0.99,Track
track84,"Welcome Home (Sanitarium)","Apocalyptica",350197,11406431,0.99,Track
track85,"Cochise","Audioslave/Chris Cornell",222380,5339931,0.99,Track
track86,"Show Me How to Live","Audioslave/Chris Cornell",277890,6672176,0.99,Track
track87,"Gasoline","Audioslave/Chris Cornell",279457,6709793,0.99,Track
track88,"What You Are","Audioslave/Chris Cornell",249391,5988186,0.99,Track
track89,"Like a Stone","Audioslave/Chris Cornell",294034,7059624,0.99,Track
track90,"Set It Off","Audioslave/Chris Cornell",263262,6321091,0.99,Track
track91,"Shadow on the Sun","Audioslave/Chris Cornell",343457,8245793,0.99,Track
track92,"I am the Highway","Audioslave/Chris Cornell",334942,8041411,0.99,Track
track93,"Exploder","Audioslave/Chris Cornell",206053,4948095,0.99,Track
track94,"Hypnotize","Audioslave/Chris Cornell",206628,4961887,0.99,Track
track95,"Bring'em Back Alive","Audioslave/Chris Cornell",329534,7911634,0.99,Track
track96,"Light My Way","Audioslave/Chris Cornell",303595,7289084,0.99,Track
track97,"Getaway Car","Audioslave/Chris Cornell",299598,7193162,0.99,Track
track98,"The Last Remaining Light","Audioslave/Chris Cornell",317492,7622615,0.99,Track
track99,"Your Time Has Come","Cornell; Commerford; Morello; Wilk",255529,8273592,0.99,Track
track100,"Out Of Exile","Cornell; Commerford; Morello; Wilk",291291,9506571,0.99,Track
track101,"Be Yourself","Cornell; Commerford; Morello; Wilk",279484,9106160,0.99,Track
track102,"Doesn't Remind Me","Cornell; Commerford; Morello; Wilk",255869,8357387,0.99,Track
track103,"Drown Me Slowly","Cornell; Commerford; Morello; Wilk",233691,7609178,0.99,Track
track104,"Heaven's Dead","Cornell; Commerford; Morello; Wilk",276688,9006158,0.99,Track
track105,"The Worm","Cornell; Commerford; Morello; Wilk",237714,7710800,0.99,Track
track106,"Man Or Animal","Cornell; Commerford; Morello; Wilk",233195,7542942,0.99,Track
track107,"Yesterday To Tomorrow","Cornell; Commerford; Morello; Wilk",273763,8944205,0.99,Track
track108,"Dandelion","Cornell; Commerford; Morello; Wilk",278125,9003592,0.99,Track
track109,"#1 Zero","Cornell; Commerford; Morello; Wilk",299102,9731988,0.99,Track
track110,"The Curse","Cornell; Commerford; Morello; Wilk",309786,10029406,0.99,Track
track111,"Money","Berry Gordy; Jr./Janie Bradford",147591,2365897,0.99,Track
track112,"Long Tall Sally","Enotris Johnson/Little Richard/Robert Bumps Blackwell",106396,1707084,0.99,Track
track113,"Bad Boy","Larry Williams",116088,1862126,0.99,Track
track114,"Twist And Shout","Bert Russell/Phil Medley",161123,2582553,0.99,Track
track115,"Please Mr. Postman","Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett",137639,2206986,0.99,Track
track116,"C'Mon Everybody","Eddie Cochran/Jerry Capehart",140199,2247846,0.99,Track
track117,"Rock 'N' Roll Music","Chuck Berry",141923,2276788,0.99,Track
track118,"Slow Down","Larry Williams",163265,2616981,0.99,Track
track119,"Roadrunner","Bo Diddley",143595,2301989,0.99,Track
track120,"Carol","Chuck Berry",143830,2306019,0.99,Track
track121,"Good Golly Miss Molly","Little Richard",106266,1704918,0.99,Track
track122,"20 Flight Rock","Ned Fairchild",107807,1299960,0.99,Track
track123,"Quadrant","Billy Cobham",261851,8538199,0.99,Track
track124,"Snoopy's search-Red baron","Billy Cobham",456071,15075616,0.99,Track
track125,"Spanish moss-A sound portrait-Spanish moss","Billy Cobham",248084,8217867,0.99,Track
track126,"Moon germs","Billy Cobham",294060,9714812,0.99,Track
track127,"Stratus","Billy Cobham",582086,19115680,0.99,Track
track128,"The pleasant pheasant","Billy Cobham",318066,10630578,0.99,Track
track129,"Solo-Panhandler","Billy Cobham",246151,8230661,0.99,Track
track130,"Do what cha wanna","George Duke",274155,9018565,0.99,Track
track131,"Intro/ Low Down",NULL,323683,10642901,0.99,Track
track132,"13 Years Of Grief",NULL,246987,8137421,0.99,Track
track133,"Stronger Than Death",NULL,300747,9869647,0.99,Track
track134,"All For You",NULL,235833,7726948,0.99,Track
track135,"Super Terrorizer",NULL,319373,10513905,0.99,Track
track136,"Phoney Smile Fake Hellos",NULL,273606,9011701,0.99,Track
track137,"Lost My Better Half",NULL,284081,9355309,0.99,Track
track138,"Bored To Tears",NULL,247327,8130090,0.99,Track
track139,"A.N.D.R.O.T.A.Z.",NULL,266266,8574746,0.99,Track
track140,"Born To Booze",NULL,282122,9257358,0.99,Track
track141,"World Of Trouble",NULL,359157,11820932,0.99,Track
track142,"No More Tears",NULL,555075,18041629,0.99,Track
track143,"The Begining... At Last",NULL,365662,11965109,0.99,Track
track144,"Heart Of Gold",NULL,194873,6417460,0.99,Track
track145,"Snowblind",NULL,420022,13842549,0.99,Track
track146,"Like A Bird",NULL,276532,9115657,0.99,Track
track147,"Blood In The Wall",NULL,284368,9359475,0.99,Track
track148,"The Beginning...At Last",NULL,271960,8975814,0.99,Track
track149,"Black Sabbath",NULL,382066,12440200,0.99,Track
track150,"The Wizard",NULL,264829,8646737,0.99,Track
track151,"Behind The Wall Of Sleep",NULL,217573,7169049,0.99,Track
track152,"N.I.B.",NULL,368770,12029390,0.99,Track
track153,"Evil Woman",NULL,204930,6655170,0.99,Track
track154,"Sleeping Village",NULL,644571,21128525,0.99,Track
track155,"Warning",NULL,212062,6893363,0.99,Track
track156,"Wheels Of Confusion / The Straightener","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",494524,16065830,0.99,Track
track157,"Tomorrow's Dream","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",192496,6252071,0.99,Track
track158,"Changes","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",286275,9175517,0.99,Track
track159,"FX","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",103157,3331776,0.99,Track
track160,"Supernaut","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",285779,9245971,0.99,Track
track161,"Snowblind","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",331676,10813386,0.99,Track
track162,"Cornucopia","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",234814,7653880,0.99,Track
track163,"Laguna Sunrise","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",173087,5671374,0.99,Track
track164,"St. Vitus Dance","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",149655,4884969,0.99,Track
track165,"Under The Sun/Every Day Comes and Goes","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",350458,11360486,0.99,Track
track166,"Smoked Pork",NULL,47333,1549074,0.99,Track
track167,"Body Count's In The House",NULL,204251,6715413,0.99,Track
track168,"Now Sports",NULL,4884,161266,0.99,Track
track169,"Body Count",NULL,317936,10489139,0.99,Track
track170,"A Statistic",NULL,6373,211997,0.99,Track
track171,"Bowels Of The Devil",NULL,223216,7324125,0.99,Track
track172,"The Real Problem",NULL,11650,387360,0.99,Track
track173,"KKK Bitch",NULL,173008,5709631,0.99,Track
track174,"D Note",NULL,95738,3067064,0.99,Track
track175,"Voodoo",NULL,300721,9875962,0.99,Track
track176,"The Winner Loses",NULL,392254,12843821,0.99,Track
track177,"There Goes The Neighborhood",NULL,350171,11443471,0.99,Track
track178,"Oprah",NULL,6635,224313,0.99,Track
track179,"Evil Dick",NULL,239020,7828873,0.99,Track
track180,"Body Count Anthem",NULL,166426,5463690,0.99,Track
track181,"Momma's Gotta Die Tonight",NULL,371539,12122946,0.99,Track
track182,"Freedom Of Speech",NULL,281234,9337917,0.99,Track
track183,"King In Crimson","Roy Z",283167,9218499,0.99,Track
track184,"Chemical Wedding","Roy Z",246177,8022764,0.99,Track
track185,"The Tower","Roy Z",285257,9435693,0.99,Track
track186,"Killing Floor","Adrian Smith",269557,8854240,0.99,Track
track187,"Book Of Thel","Eddie Casillas/Roy Z",494393,16034404,0.99,Track
track188,"Gates Of Urizen","Roy Z",265351,8627004,0.99,Track
track189,"Jerusalem","Roy Z",402390,13194463,0.99,Track
track190,"Trupets Of Jericho","Roy Z",359131,11820908,0.99,Track
track191,"Machine Men","Adrian Smith",341655,11138147,0.99,Track
track192,"The Alchemist","Roy Z",509413,16545657,0.99,Track
track193,"Realword","Roy Z",237531,7802095,0.99,Track
track194,"First Time I Met The Blues","Eurreal Montgomery",140434,4604995,0.99,Track
track195,"Let Me Love You Baby","Willie Dixon",175386,5716994,0.99,Track
track196,"Stone Crazy","Buddy Guy",433397,14184984,0.99,Track
track197,"Pretty Baby","Willie Dixon",237662,7848282,0.99,Track
track198,"When My Left Eye Jumps","Al Perkins/Willie Dixon",235311,7685363,0.99,Track
track199,"Leave My Girl Alone","Buddy Guy",204721,6859518,0.99,Track
track200,"She Suits Me To A Tee","Buddy Guy",136803,4456321,0.99,Track
track201,"Keep It To Myself (Aka Keep It To Yourself)","Sonny Boy Williamson [I]",166060,5487056,0.99,Track
track202,"My Time After Awhile","Robert Geddins/Ron Badger/Sheldon Feinberg",182491,6022698,0.99,Track
track203,"Too Many Ways (Alternate)","Willie Dixon",135053,4459946,0.99,Track
track204,"Talkin' 'Bout Women Obviously","Amos Blakemore/Buddy Guy",589531,19161377,0.99,Track
track205,"Jorge Da Capadócia","Jorge Ben",177397,5842196,0.99,Track
track206,"Prenda Minha","Tradicional",99369,3225364,0.99,Track
track207,"Meditação","Tom Jobim - Newton Mendoça",148793,4865597,0.99,Track
track208,"Terra","Caetano Veloso",482429,15889054,0.99,Track
track209,"Eclipse Oculto","Caetano Veloso",221936,7382703,0.99,Track
track210,"Texto Verdade Tropical","Caetano Veloso",84088,2752161,0.99,Track
track211,"Bem Devagar","Gilberto Gil",133172,4333651,0.99,Track
track212,"Drão","Gilberto Gil",156264,5065932,0.99,Track
track213,"Saudosismo","Caetano Veloso",144326,4726981,0.99,Track
track214,"Carolina","Chico Buarque",181812,5924159,0.99,Track
track215,"Sozinho","Peninha",190589,6253200,0.99,Track
track216,"Esse Cara","Caetano Veloso",223111,7217126,0.99,Track
track217,"Mel","Caetano Veloso - Waly Salomão",294765,9854062,0.99,Track
track218,"Linha Do Equador","Caetano Veloso - Djavan",299337,10003747,0.99,Track
track219,"Odara","Caetano Veloso",141270,4704104,0.99,Track
track220,"A Luz De Tieta","Caetano Veloso",251742,8507446,0.99,Track
track221,"Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu","David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto",307252,10364247,0.99,Track
track222,"Vida Boa","Fausto Nilo - Armandinho",281730,9411272,0.99,Track
track223,"Sozinho (Hitmakers Classic Mix)",NULL,436636,14462072,0.99,Track
track224,"Sozinho (Hitmakers Classic Radio Edit)",NULL,195004,6455134,0.99,Track
track225,"Sozinho (Caêdrum 'n' Bass)",NULL,328071,10975007,0.99,Track
track226,"Carolina",NULL,163056,5375395,0.99,Track
track227,"Essa Moça Ta Diferente",NULL,167235,5568574,0.99,Track
track228,"Vai Passar",NULL,369763,12359161,0.99,Track
track229,"Samba De Orly",NULL,162429,5431854,0.99,Track
track230,"Bye; Bye Brasil",NULL,283402,9499590,0.99,Track
track231,"Atras Da Porta",NULL,189675,6132843,0.99,Track
track232,"Tatuagem",NULL,172120,5645703,0.99,Track
track233,"O Que Será (À Flor Da Terra)",NULL,167288,5574848,0.99,Track
track234,"Morena De Angola",NULL,186801,6373932,0.99,Track
track235,"Apesar De Você",NULL,234501,7886937,0.99,Track
track236,"A Banda",NULL,132493,4349539,0.99,Track
track237,"Minha Historia",NULL,182256,6029673,0.99,Track
track238,"Com Açúcar E Com Afeto",NULL,175386,5846442,0.99,Track
track239,"Brejo Da Cruz",NULL,214099,7270749,0.99,Track
track240,"Meu Caro Amigo",NULL,260257,8778172,0.99,Track
track241,"Geni E O Zepelim",NULL,317570,10342226,0.99,Track
track242,"Trocando Em Miúdos",NULL,169717,5461468,0.99,Track
track243,"Vai Trabalhar Vagabundo",NULL,139154,4693941,0.99,Track
track244,"Gota D'água",NULL,153208,5074189,0.99,Track
track245,"Construção / Deus Lhe Pague",NULL,383059,12675305,0.99,Track
track246,"Mateus Enter","Chico Science",33149,1103013,0.99,Track
track247,"O Cidadão Do Mundo","Chico Science",200933,6724966,0.99,Track
track248,"Etnia","Chico Science",152555,5061413,0.99,Track
track249,"Quilombo Groove [Instrumental]","Chico Science",151823,5042447,0.99,Track
track250,"Macô","Chico Science",249600,8253934,0.99,Track
track251,"Um Passeio No Mundo Livre","Chico Science",240091,7984291,0.99,Track
track252,"Samba Do Lado","Chico Science",227317,7541688,0.99,Track
track253,"Maracatu Atômico","Chico Science",284264,9670057,0.99,Track
track254,"O Encontro De Isaac Asimov Com Santos Dumont No Céu","Chico Science",99108,3240816,0.99,Track
track255,"Corpo De Lama","Chico Science",232672,7714954,0.99,Track
track256,"Sobremesa","Chico Science",240091,7960868,0.99,Track
track257,"Manguetown","Chico Science",194560,6475159,0.99,Track
track258,"Um Satélite Na Cabeça","Chico Science",126615,4272821,0.99,Track
track259,"Baião Ambiental [Instrumental]","Chico Science",152659,5198539,0.99,Track
track260,"Sangue De Bairro","Chico Science",132231,4415557,0.99,Track
track261,"Enquanto O Mundo Explode","Chico Science",88764,2968650,0.99,Track
track262,"Interlude Zumbi","Chico Science",71627,2408550,0.99,Track
track263,"Criança De Domingo","Chico Science",208222,6984813,0.99,Track
track264,"Amor De Muito","Chico Science",175333,5881293,0.99,Track
track265,"Samidarish [Instrumental]","Chico Science",272431,8911641,0.99,Track
track266,"Maracatu Atômico [Atomic Version]","Chico Science",273084,9019677,0.99,Track
track267,"Maracatu Atômico [Ragga Mix]","Chico Science",210155,6986421,0.99,Track
track268,"Maracatu Atômico [Trip Hop]","Chico Science",221492,7380787,0.99,Track
track269,"Banditismo Por Uma Questa",NULL,307095,10251097,0.99,Track
track270,"Banditismo Por Uma Questa",NULL,243644,8147224,0.99,Track
track271,"Rios Pontes & Overdrives",NULL,286720,9659152,0.99,Track
track272,"Cidade",NULL,216346,7241817,0.99,Track
track273,"Praiera",NULL,183640,6172781,0.99,Track
track274,"Samba Makossa",NULL,271856,9095410,0.99,Track
track275,"Da Lama Ao Caos",NULL,251559,8378065,0.99,Track
track276,"Maracatu De Tiro Certeiro",NULL,88868,2901397,0.99,Track
track277,"Salustiano Song",NULL,215405,7183969,0.99,Track
track278,"Antene Se",NULL,248372,8253618,0.99,Track
track279,"Risoflora",NULL,105586,3536938,0.99,Track
track280,"Lixo Do Mangue",NULL,193253,6534200,0.99,Track
track281,"Computadores Fazem Arte",NULL,404323,13702771,0.99,Track
track282,"Girassol","Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido",249808,8327676,0.99,Track
track283,"A Sombra Da Maldade","Da Gama/Toni Garrido",230922,7697230,0.99,Track
track284,"Johnny B. Goode","Chuck Berry",254615,8505985,0.99,Track
track285,"Soldado Da Paz","Herbert Vianna",194220,6455080,0.99,Track
track286,"Firmamento","Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers",222145,7402658,0.99,Track
track287,"Extra","Gilberto Gil",304352,10078050,0.99,Track
track288,"O Erê","Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido",236382,7866924,0.99,Track
track289,"Podes Crer","Bino Farias/Da Gama/Lazão/Toni Garrido",232280,7747747,0.99,Track
track290,"A Estrada","Bino Farias/Da Gama/Lazão/Toni Garrido",248842,8275673,0.99,Track
track291,"Berlim","Da Gama/Toni Garrido",207542,6920424,0.99,Track
track292,"Já Foi","Bino Farias/Da Gama/Lazão/Toni Garrido",221544,7388466,0.99,Track
track293,"Onde Você Mora?","Marisa Monte/Nando Reis",256026,8502588,0.99,Track
track294,"Pensamento","Bino Farias/Da Gamma/Lazão/Rás Bernard",173008,5748424,0.99,Track
track295,"Conciliação","Da Gama/Lazão/Rás Bernardo",257619,8552474,0.99,Track
track296,"Realidade Virtual","Bino Farias/Da Gama/Lazão/Toni Garrido",195239,6503533,0.99,Track
track297,"Mensagem","Bino Farias/Da Gama/Lazão/Rás Bernardo",225332,7488852,0.99,Track
track298,"A Cor Do Sol","Bernardo Vilhena/Da Gama/Lazão",231392,7663348,0.99,Track
track299,"Onde Você Mora?","Marisa Monte/Nando Reis",298396,10056970,0.99,Track
track300,"O Erê","Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido",206942,6950332,0.99,Track
track301,"A Sombra Da Maldade","Da Gama/Toni Garrido",285231,9544383,0.99,Track
track302,"A Estrada","Da Gama/Lazao/Toni Garrido",282174,9344477,0.99,Track
track303,"Falar A Verdade","Bino/Da Gama/Ras Bernardo",244950,8189093,0.99,Track
track304,"Firmamento","Harry Lawes/Winston Foster-Vers",225488,7507866,0.99,Track
track305,"Pensamento","Bino/Da Gama/Ras Bernardo",192391,6399761,0.99,Track
track306,"Realidade Virtual","Bino/Da Gamma/Lazao/Toni Garrido",240300,8069934,0.99,Track
track307,"Doutor","Bino/Da Gama/Toni Garrido",178155,5950952,0.99,Track
track308,"Na Frente Da TV","Bino/Da Gama/Lazao/Ras Bernardo",289750,9633659,0.99,Track
track309,"Downtown","Cidade Negra",239725,8024386,0.99,Track
track310,"Sábado A Noite","Lulu Santos",267363,8895073,0.99,Track
track311,"A Cor Do Sol","Bernardo Vilhena/Da Gama/Lazao",273031,9142937,0.99,Track
track312,"Eu Também Quero Beijar","Fausto Nilo/Moraes Moreira/Pepeu Gomes",211147,7029400,0.99,Track
track313,"Noite Do Prazer",NULL,311353,10309980,0.99,Track
track314,"À Francesa",NULL,244532,8150846,0.99,Track
track315,"Cada Um Cada Um (A Namoradeira)",NULL,253492,8441034,0.99,Track
track316,"Linha Do Equador",NULL,244715,8123466,0.99,Track
track317,"Amor Demais",NULL,254040,8420093,0.99,Track
track318,"Férias",NULL,264202,8731945,0.99,Track
track319,"Gostava Tanto De Você",NULL,230452,7685326,0.99,Track
track320,"Flor Do Futuro",NULL,275748,9205941,0.99,Track
track321,"Felicidade Urgente",NULL,266605,8873358,0.99,Track
track322,"Livre Pra Viver",NULL,214595,7111596,0.99,Track
track323,"Dig-Dig; Lambe-Lambe (Ao Vivo)","Cassiano Costa/Cintia Maviane/J.F./Lucas Costa",205479,6892516,0.99,Track
track324,"Pererê","Augusto Conceição/Chiclete Com Banana",198661,6643207,0.99,Track
track325,"TriboTchan","Cal Adan/Paulo Levi",194194,6507950,0.99,Track
track326,"Tapa Aqui; Descobre Ali","Paulo Levi/W. Rangel",188630,6327391,0.99,Track
track327,"Daniela","Jorge Cardoso/Pierre Onasis",230791,7748006,0.99,Track
track328,"Bate Lata","Fábio Nolasco/Gal Sales/Ivan Brasil",206733,7034985,0.99,Track
track329,"Garotas do Brasil","Garay; Ricardo Engels/Luca Predabom/Ludwig; Carlos Henrique/Maurício Vieira",210155,6973625,0.99,Track
track330,"Levada do Amor (Ailoviu)","Luiz Wanderley/Paulo Levi",190093,6457752,0.99,Track
track331,"Lavadeira","Do Vale; Valverde/Gal Oliveira/Luciano Pinto",214256,7254147,0.99,Track
track332,"Reboladeira","Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill",210599,7027525,0.99,Track
track333,"É que Nessa Encarnação Eu Nasci Manga","Lucina/Luli",196519,6568081,0.99,Track
track334,"Reggae Tchan","Cal Adan/Del Rey; Tension/Edu Casanova",206654,6931328,0.99,Track
track335,"My Love","Jauperi/Zeu Góes",203493,6772813,0.99,Track
track336,"Latinha de Cerveja","Adriano Bernandes/Edmar Neves",166687,5532564,0.99,Track
track337,"You Shook Me","J B Lenoir/Willie Dixon",315951,10249958,0.99,Track
track338,"I Can't Quit You Baby","Willie Dixon",263836,8581414,0.99,Track
track339,"Communication Breakdown","Jimmy Page/John Bonham/John Paul Jones",192653,6287257,0.99,Track
track340,"Dazed and Confused","Jimmy Page",401920,13035765,0.99,Track
track341,"The Girl I Love She Got Long Black Wavy Hair","Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant",183327,5995686,0.99,Track
track342,"What is and Should Never Be","Jimmy Page/Robert Plant",260675,8497116,0.99,Track
track343,"Communication Breakdown(2)","Jimmy Page/John Bonham/John Paul Jones",161149,5261022,0.99,Track
track344,"Travelling Riverside Blues","Jimmy Page/Robert Johnson/Robert Plant",312032,10232581,0.99,Track
track345,"Whole Lotta Love","Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon",373394,12258175,0.99,Track
track346,"Somethin' Else","Bob Cochran/Sharon Sheeley",127869,4165650,0.99,Track
track347,"Communication Breakdown(3)","Jimmy Page/John Bonham/John Paul Jones",185260,6041133,0.99,Track
track348,"I Can't Quit You Baby(2)","Willie Dixon",380551,12377615,0.99,Track
track349,"You Shook Me(2)","J B Lenoir/Willie Dixon",619467,20138673,0.99,Track
