AlbumId	Title	ArtistName	TrackId	TrackName
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	135	Super Terrorizer
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	136	Phoney Smile Fake Hellos
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	137	Lost My Better Half
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	138	Bored To Tears
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	139	A.N.D.R.O.T.A.Z.
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	140	Born To Booze
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	141	World Of Trouble
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	142	No More Tears
14	Alcohol Fueled Brewtality Live! [Disc 1]	Black Label Society	143	The Begining... At Last
15	Alcohol Fueled Brewtality Live! [Disc 2]	Black Label Society	144	Heart Of Gold
15	Alcohol Fueled Brewtality Live! [Disc 2]	Black Label Society	145	Snowblind
15	Alcohol Fueled Brewtality Live! [Disc 2]	Black Label Society	146	Like A Bird
15	Alcohol Fueled Brewtality Live! [Disc 2]	Black Label Society	147	Blood In The Wall
15	Alcohol Fueled Brewtality Live! [Disc 2]	Black Label Society	148	The Beginning...At Last
16	Black Sabbath	Black Sabbath	149	Black Sabbath
16	Black Sabbath	Black Sabbath	150	The Wizard
16	Black Sabbath	Black Sabbath	151	Behind The Wall Of Sleep
16	Black Sabbath	Black Sabbath	152	N.I.B.
16	Black Sabbath	Black Sabbath	153	Evil Woman
16	Black Sabbath	Black Sabbath	154	Sleeping Village
16	Black Sabbath	Black Sabbath	155	Warning
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	156	Wheels Of Confusion / The Straightener
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	157	Tomorrow's Dream
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	158	Changes
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	159	FX
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	160	Supernaut
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	161	Snowblind
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	162	Cornucopia
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	163	Laguna Sunrise
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	164	St. Vitus Dance
17	Black Sabbath Vol. 4 (Remaster)	Black Sabbath	165	Under The Sun/Every Day Comes and Goes
18	Body Count	Body Count	166	Smoked Pork
18	Body Count	Body Count	167	Body Count's In The House
18	Body Count	Body Count	168	Now Sports
18	Body Count	Body Count	169	Body Count
18	Body Count	Body Count	170	A Statistic
18	Body Count	Body Count	171	Bowels Of The Devil
18	Body Count	Body Count	172	The Real Problem
18	Body Count	Body Count	173	KKK Bitch
18	Body Count	Body Count	174	D Note
18	Body Count	Body Count	175	Voodoo
18	Body Count	Body Count	176	The Winner Loses
18	Body Count	Body Count	177	There Goes The Neighborhood
18	Body Count	Body Count	178	Oprah
18	Body Count	Body Count	179	Evil Dick
18	Body Count	Body Count	180	Body Count Anthem
18	Body Count	Body Count	181	Momma's Gotta Die Tonight
18	Body Count	Body Count	182	Freedom Of Speech
19	Chemical Wedding	Bruce Dickinson	183	King In Crimson
19	Chemical Wedding	Bruce Dickinson	184	Chemical Wedding
19	Chemical Wedding	Bruce Dickinson	185	The Tower
19	Chemical Wedding	Bruce Dickinson	186	Killing Floor
19	Chemical Wedding	Bruce Dickinson	187	Book Of Thel
19	Chemical Wedding	Bruce Dickinson	188	Gates Of Urizen
19	Chemical Wedding	Bruce Dickinson	189	Jerusalem
19	Chemical Wedding	Bruce Dickinson	190	Trupets Of Jericho
19	Chemical Wedding	Bruce Dickinson	191	Machine Men
19	Chemical Wedding	Bruce Dickinson	192	The Alchemist
19	Chemical Wedding	Bruce Dickinson	193	Realword
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	194	First Time I Met The Blues
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	195	Let Me Love You Baby
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	196	Stone Crazy
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	197	Pretty Baby
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	198	When My Left Eye Jumps
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	199	Leave My Girl Alone
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	200	She Suits Me To A Tee
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	201	Keep It To Myself (Aka Keep It To Yourself)
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	202	My Time After Awhile
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	203	Too Many Ways (Alternate)
20	The Best Of Buddy Guy - The Millenium Collection	Buddy Guy	204	Talkin' 'Bout Women Obviously
21	Prenda Minha	Caetano Veloso	205	Jorge Da Capadócia
21	Prenda Minha	Caetano Veloso	206	Prenda Minha
21	Prenda Minha	Caetano Veloso	207	Meditação
21	Prenda Minha	Caetano Veloso	208	Terra
21	Prenda Minha	Caetano Veloso	209	Eclipse Oculto
21	Prenda Minha	Caetano Veloso	210	Texto "Verdade Tropical"
21	Prenda Minha	Caetano Veloso	211	Bem Devagar
21	Prenda Minha	Caetano Veloso	212	Drão
21	Prenda Minha	Caetano Veloso	213	Saudosismo
21	Prenda Minha	Caetano Veloso	214	Carolina
21	Prenda Minha	Caetano Veloso	215	Sozinho
21	Prenda Minha	Caetano Veloso	216	Esse Cara
21	Prenda Minha	Caetano Veloso	217	Mel
21	Prenda Minha	Caetano Veloso	218	Linha Do Equador
21	Prenda Minha	Caetano Veloso	219	Odara
21	Prenda Minha	Caetano Veloso	220	A Luz De Tieta
21	Prenda Minha	Caetano Veloso	221	Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu
21	Prenda Minha	Caetano Veloso	222	Vida Boa
22	Sozinho Remix Ao Vivo	Caetano Veloso	223	Sozinho (Hitmakers Classic Mix)
22	Sozinho Remix Ao Vivo	Caetano Veloso	224	Sozinho (Hitmakers Classic Radio Edit)
22	Sozinho Remix Ao Vivo	Caetano Veloso	225	Sozinho (Caêdrum 'n' Bass)
23	Minha Historia	Chico Buarque	226	Carolina
23	Minha Historia	Chico Buarque	227	Essa Moça Ta Diferente
23	Minha Historia	Chico Buarque	228	Vai Passar
23	Minha Historia	Chico Buarque	229	Samba De Orly
23	Minha Historia	Chico Buarque	230	Bye, Bye Brasil
23	Minha Historia	Chico Buarque	231	Atras Da Porta
23	Minha Historia	Chico Buarque	232	Tatuagem
23	Minha Historia	Chico Buarque	233	O Que Será (À Flor Da Terra)
23	Minha Historia	Chico Buarque	234	Morena De Angola
23	Minha Historia	Chico Buarque	235	Apesar De Você
23	Minha Historia	Chico Buarque	236	A Banda
23	Minha Historia	Chico Buarque	237	Minha Historia
23	Minha Historia	Chico Buarque	238	Com Açúcar E Com Afeto
23	Minha Historia	Chico Buarque	239	Brejo Da Cruz
23	Minha Historia	Chico Buarque	240	Meu Caro Amigo
23	Minha Historia	Chico Buarque	241	Geni E O Zepelim
23	Minha Historia	Chico Buarque	242	Trocando Em Miúdos
23	Minha Historia	Chico Buarque	243	Vai Trabalhar Vagabundo
23	Minha Historia	Chico Buarque	244	Gota D'água
23	Minha Historia	Chico Buarque	245	Construção / Deus Lhe Pague
23	Minha Historia	Chico Buarque	515	Meia-Lua Inteira
23	Minha Historia	Chico Buarque	516	Voce e Linda
23	Minha Historia	Chico Buarque	517	Um Indio
23	Minha Historia	Chico Buarque	518	Podres Poderes
23	Minha Historia	Chico Buarque	519	Voce Nao Entende Nada - Cotidiano
23	Minha Historia	Chico Buarque	520	O Estrangeiro
23	Minha Historia	Chico Buarque	521	Menino Do Rio
23	Minha Historia	Chico Buarque	522	Qualquer Coisa
23	Minha Historia	Chico Buarque	523	Sampa
23	Minha Historia	Chico Buarque	524	Queixa
23	Minha Historia	Chico Buarque	525	O Leaozinho
23	Minha Historia	Chico Buarque	526	Fora Da Ordem
23	Minha Historia	Chico Buarque	527	Terra
23	Minha Historia	Chico Buarque	528	Alegria, Alegria
24	Afrociberdelia	Chico Science & Nação Zumbi	246	Mateus Enter
24	Afrociberdelia	Chico Science & Nação Zumbi	247	O Cidadão Do Mundo
24	Afrociberdelia	Chico Science & Nação Zumbi	248	Etnia
24	Afrociberdelia	Chico Science & Nação Zumbi	249	Quilombo Groove [Instrumental]
24	Afrociberdelia	Chico Science & Nação Zumbi	250	Macô
24	Afrociberdelia	Chico Science & Nação Zumbi	251	Um Passeio No Mundo Livre
24	Afrociberdelia	Chico Science & Nação Zumbi	252	Samba Do Lado
24	Afrociberdelia	Chico Science & Nação Zumbi	253	Maracatu Atômico
24	Afrociberdelia	Chico Science & Nação Zumbi	254	O Encontro De Isaac Asimov Com Santos Dumont No Céu
24	Afrociberdelia	Chico Science & Nação Zumbi	255	Corpo De Lama
24	Afrociberdelia	Chico Science & Nação Zumbi	256	Sobremesa
24	Afrociberdelia	Chico Science & Nação Zumbi	257	Manguetown
24	Afrociberdelia	Chico Science & Nação Zumbi	258	Um Satélite Na Cabeça
24	Afrociberdelia	Chico Science & Nação Zumbi	259	Baião Ambiental [Instrumental]
24	Afrociberdelia	Chico Science & Nação Zumbi	260	Sangue De Bairro
24	Afrociberdelia	Chico Science & Nação Zumbi	261	Enquanto O Mundo Explode
24	Afrociberdelia	Chico Science & Nação Zumbi	262	Interlude Zumbi
24	Afrociberdelia	Chico Science & Nação Zumbi	263	Criança De Domingo
24	Afrociberdelia	Chico Science & Nação Zumbi	264	Amor De Muito
24	Afrociberdelia	Chico Science & Nação Zumbi	265	Samidarish [Instrumental]
24	Afrociberdelia	Chico Science & Nação Zumbi	266	Maracatu Atômico [Atomic Version]
24	Afrociberdelia	Chico Science & Nação Zumbi	267	Maracatu Atômico [Ragga Mix]
24	Afrociberdelia	Chico Science & Nação Zumbi	268	Maracatu Atômico [Trip Hop]
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	269	Banditismo Por Uma Questa
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	270	Banditismo Por Uma Questa
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	271	Rios Pontes & Overdrives
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	272	Cidade
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	273	Praiera
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	274	Samba Makossa
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	275	Da Lama Ao Caos
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	276	Maracatu De Tiro Certeiro
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	277	Salustiano Song
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	278	Antene Se
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	279	Risoflora
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	280	Lixo Do Mangue
25	Da Lama Ao Caos	Chico Science & Nação Zumbi	281	Computadores Fazem Arte
26	Acústico MTV [Live]	Cidade Negra	282	Girassol
26	Acústico MTV [Live]	Cidade Negra	283	A Sombra Da Maldade
26	Acústico MTV [Live]	Cidade Negra	284	Johnny B. Goode
26	Acústico MTV [Live]	Cidade Negra	285	Soldado Da Paz
26	Acústico MTV [Live]	Cidade Negra	286	Firmamento
26	Acústico MTV [Live]	Cidade Negra	287	Extra
26	Acústico MTV [Live]	Cidade Negra	288	O Erê
26	Acústico MTV [Live]	Cidade Negra	289	Podes Crer
26	Acústico MTV [Live]	Cidade Negra	290	A Estrada
26	Acústico MTV [Live]	Cidade Negra	291	Berlim
26	Acústico MTV [Live]	Cidade Negra	292	Já Foi
26	Acústico MTV [Live]	Cidade Negra	293	Onde Você Mora?
26	Acústico MTV [Live]	Cidade Negra	294	Pensamento
26	Acústico MTV [Live]	Cidade Negra	295	Conciliação
26	Acústico MTV [Live]	Cidade Negra	296	Realidade Virtual
26	Acústico MTV [Live]	Cidade Negra	297	Mensagem
26	Acústico MTV [Live]	Cidade Negra	298	A Cor Do Sol
27	Cidade Negra - Hits	Cidade Negra	299	Onde Você Mora?
27	Cidade Negra - Hits	Cidade Negra	300	O Erê
27	Cidade Negra - Hits	Cidade Negra	301	A Sombra Da Maldade
27	Cidade Negra - Hits	Cidade Negra	302	A Estrada
27	Cidade Negra - Hits	Cidade Negra	303	Falar A Verdade
27	Cidade Negra - Hits	Cidade Negra	304	Firmamento
27	Cidade Negra - Hits	Cidade Negra	305	Pensamento
27	Cidade Negra - Hits	Cidade Negra	306	Realidade Virtual
27	Cidade Negra - Hits	Cidade Negra	307	Doutor
27	Cidade Negra - Hits	Cidade Negra	308	Na Frente Da TV
27	Cidade Negra - Hits	Cidade Negra	309	Downtown
27	Cidade Negra - Hits	Cidade Negra	310	Sábado A Noite
27	Cidade Negra - Hits	Cidade Negra	311	A Cor Do Sol
27	Cidade Negra - Hits	Cidade Negra	312	Eu Também Quero Beijar
28	Na Pista	Cláudio Zoli	313	Noite Do Prazer
28	Na Pista	Cláudio Zoli	314	À Francesa
28	Na Pista	Cláudio Zoli	315	Cada Um Cada Um (A Namoradeira)
28	Na Pista	Cláudio Zoli	316	Linha Do Equador
28	Na Pista	Cláudio Zoli	317	Amor Demais
28	Na Pista	Cláudio Zoli	318	Férias
28	Na Pista	Cláudio Zoli	319	Gostava Tanto De Você
28	Na Pista	Cláudio Zoli	320	Flor Do Futuro
28	Na Pista	Cláudio Zoli	321	Felicidade Urgente
28	Na Pista	Cláudio Zoli	322	Livre Pra Viver
29	Axé Bahia 2001	Various Artists	323	Dig-Dig, Lambe-Lambe (Ao Vivo)
29	Axé Bahia 2001	Various Artists	324	Pererê
29	Axé Bahia 2001	Various Artists	325	TriboTchan
29	Axé Bahia 2001	Various Artists	326	Tapa Aqui, Descobre Ali
29	Axé Bahia 2001	Various Artists	327	Daniela
29	Axé Bahia 2001	Various Artists	328	Bate Lata
29	Axé Bahia 2001	Various Artists	329	Garotas do Brasil
29	Axé Bahia 2001	Various Artists	330	Levada do Amor (Ailoviu)
29	Axé Bahia 2001	Various Artists	331	Lavadeira
29	Axé Bahia 2001	Various Artists	332	Reboladeira
29	Axé Bahia 2001	Various Artists	333	É que Nessa Encarnação Eu Nasci Manga
29	Axé Bahia 2001	Various Artists	334	Reggae Tchan
29	Axé Bahia 2001	Various Artists	335	My Love
29	Axé Bahia 2001	Various Artists	336	Latinha de Cerveja
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	337	You Shook Me
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	338	I Can't Quit You Baby
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	339	Communication Breakdown
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	340	Dazed and Confused
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	341	The Girl I Love She Got Long Black Wavy Hair
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	342	What is and Should Never Be
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	343	Communication Breakdown(2)
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	344	Travelling Riverside Blues
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	345	Whole Lotta Love
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	346	Somethin' Else
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	347	Communication Breakdown(3)
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	348	I Can't Quit You Baby(2)
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	349	You Shook Me(2)
30	BBC Sessions [Disc 1] [Live]	Led Zeppelin	350	How Many More Times
31	Bongo Fury	Frank Zappa & Captain Beefheart	351	Debra Kadabra
31	Bongo Fury	Frank Zappa & Captain Beefheart	352	Carolina Hard-Core Ecstasy
31	Bongo Fury	Frank Zappa & Captain Beefheart	353	Sam With The Showing Scalp Flat Top
31	Bongo Fury	Frank Zappa & Captain Beefheart	354	Poofter's Froth Wyoming Plans Ahead
31	Bongo Fury	Frank Zappa & Captain Beefheart	355	200 Years Old
31	Bongo Fury	Frank Zappa & Captain Beefheart	356	Cucamonga
31	Bongo Fury	Frank Zappa & Captain Beefheart	357	Advance Romance
31	Bongo Fury	Frank Zappa & Captain Beefheart	358	Man With The Woman Head
31	Bongo Fury	Frank Zappa & Captain Beefheart	359	Muffin Man
32	Carnaval 2001	Various Artists	360	Vai-Vai 2001
32	Carnaval 2001	Various Artists	361	X-9 2001
32	Carnaval 2001	Various Artists	362	Gavioes 2001
32	Carnaval 2001	Various Artists	363	Nene 2001
32	Carnaval 2001	Various Artists	364	Rosas De Ouro 2001
32	Carnaval 2001	Various Artists	365	Mocidade Alegre 2001
32	Carnaval 2001	Various Artists	366	Camisa Verde 2001
32	Carnaval 2001	Various Artists	367	Leandro De Itaquera 2001
32	Carnaval 2001	Various Artists	368	Tucuruvi 2001
32	Carnaval 2001	Various Artists	369	Aguia De Ouro 2001
32	Carnaval 2001	Various Artists	370	Ipiranga 2001
32	Carnaval 2001	Various Artists	371	Morro Da Casa Verde 2001
32	Carnaval 2001	Various Artists	372	Perola Negra 2001
32	Carnaval 2001	Various Artists	373	Sao Lucas 2001
33	Chill: Brazil (Disc 1)	Marcos Valle	374	Guanabara
33	Chill: Brazil (Disc 1)	Marcos Valle	375	Mas Que Nada
33	Chill: Brazil (Disc 1)	Marcos Valle	376	Vôo Sobre o Horizonte
33	Chill: Brazil (Disc 1)	Marcos Valle	377	A Paz
33	Chill: Brazil (Disc 1)	Marcos Valle	378	Wave (Vou te Contar)
33	Chill: Brazil (Disc 1)	Marcos Valle	379	Água de Beber
33	Chill: Brazil (Disc 1)	Marcos Valle	380	Samba da Bençaco
33	Chill: Brazil (Disc 1)	Marcos Valle	381	Pode Parar
33	Chill: Brazil (Disc 1)	Marcos Valle	382	Menino do Rio
33	Chill: Brazil (Disc 1)	Marcos Valle	383	Ando Meio Desligado
33	Chill: Brazil (Disc 1)	Marcos Valle	384	Mistério da Raça
33	Chill: Brazil (Disc 1)	Marcos Valle	385	All Star
33	Chill: Brazil (Disc 1)	Marcos Valle	386	Menina Bonita
33	Chill: Brazil (Disc 1)	Marcos Valle	387	Pescador de Ilusões
33	Chill: Brazil (Disc 1)	Marcos Valle	388	À Vontade (Live Mix)
33	Chill: Brazil (Disc 1)	Marcos Valle	389	Maria Fumaça
33	Chill: Brazil (Disc 1)	Marcos Valle	390	Sambassim (dj patife remix)
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	391	Garota De Ipanema
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	392	Tim Tim Por Tim Tim
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	393	Tarde Em Itapoã
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	394	Tanto Tempo
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	395	Eu Vim Da Bahia - Live
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	396	Alô Alô Marciano
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	397	Linha Do Horizonte
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	398	Only A Dream In Rio
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	399	Abrir A Porta
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	400	Alice
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	401	Momentos Que Marcam
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	402	Um Jantar Pra Dois
34	Chill: Brazil (Disc 2)	Antônio Carlos Jobim	403	Bumbo Da Mangueira
