GenreId	Name	TrackId	TrackName
1	Rock	179	Evil Dick
1	Rock	180	Body Count Anthem
1	Rock	181	Momma's Gotta Die Tonight
1	Rock	182	Freedom Of Speech
1	Rock	183	King In Crimson
1	Rock	184	Chemical Wedding
1	Rock	185	The Tower
1	Rock	186	Killing Floor
1	Rock	187	Book Of Thel
1	Rock	188	Gates Of Urizen
1	Rock	189	Jerusalem
1	Rock	190	Trupets Of Jericho
1	Rock	191	Machine Men
1	Rock	192	The Alchemist
1	Rock	193	Realword
1	Rock	194	First Time I Met The Blues
1	Rock	195	Let Me Love You Baby
1	Rock	196	Stone Crazy
1	Rock	197	Pretty Baby
1	Rock	198	When My Left Eye Jumps
1	Rock	199	Leave My Girl Alone
1	Rock	200	She Suits Me To A Tee
1	Rock	201	Keep It To Myself (Aka Keep It To Yourself)
1	Rock	202	My Time After Awhile
1	Rock	203	Too Many Ways (Alternate)
1	Rock	204	Talkin' 'Bout Women Obviously
1	Rock	205	Jorge Da Capadócia
1	Rock	206	Prenda Minha
1	Rock	207	Meditação
1	Rock	208	Terra
1	Rock	209	Eclipse Oculto
1	Rock	210	Texto "Verdade Tropical"
1	Rock	211	Bem Devagar
1	Rock	212	Drão
1	Rock	213	Saudosismo
1	Rock	214	Carolina
1	Rock	215	Sozinho
1	Rock	216	Esse Cara
1	Rock	217	Mel
1	Rock	218	Linha Do Equador
1	Rock	219	Odara
1	Rock	220	A Luz De Tieta
1	Rock	221	Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu
1	Rock	222	Vida Boa
1	Rock	223	Sozinho (Hitmakers Classic Mix)
1	Rock	224	Sozinho (Hitmakers Classic Radio Edit)
1	Rock	225	Sozinho (Caêdrum 'n' Bass)
1	Rock	226	Carolina
1	Rock	227	Essa Moça Ta Diferente
1	Rock	228	Vai Passar
1	Rock	229	Samba De Orly
1	Rock	230	Bye, Bye Brasil
1	Rock	231	Atras Da Porta
1	Rock	232	Tatuagem
1	Rock	233	O Que Será (À Flor Da Terra)
1	Rock	234	Morena De Angola
1	Rock	235	Apesar De Você
1	Rock	236	A Banda
1	Rock	237	Minha Historia
1	Rock	238	Com Açúcar E Com Afeto
1	Rock	239	Brejo Da Cruz
1	Rock	240	Meu Caro Amigo
1	Rock	241	Geni E O Zepelim
1	Rock	242	Trocando Em Miúdos
1	Rock	243	Vai Trabalhar Vagabundo
1	Rock	244	Gota D'água
1	Rock	245	Construção / Deus Lhe Pague
1	Rock	246	Mateus Enter
1	Rock	247	O Cidadão Do Mundo
1	Rock	248	Etnia
1	Rock	249	Quilombo Groove [Instrumental]
1	Rock	250	Macô
1	Rock	251	Um Passeio No Mundo Livre
1	Rock	252	Samba Do Lado
1	Rock	253	Maracatu Atômico
1	Rock	254	O Encontro De Isaac Asimov Com Santos Dumont No Céu
1	Rock	255	Corpo De Lama
1	Rock	256	Sobremesa
1	Rock	257	Manguetown
1	Rock	258	Um Satélite Na Cabeça
1	Rock	259	Baião Ambiental [Instrumental]
1	Rock	260	Sangue De Bairro
1	Rock	261	Enquanto O Mundo Explode
1	Rock	262	Interlude Zumbi
1	Rock	263	Criança De Domingo
1	Rock	264	Amor De Muito
1	Rock	265	Samidarish [Instrumental]
1	Rock	266	Maracatu Atômico [Atomic Version]
1	Rock	267	Maracatu Atômico [Ragga Mix]
1	Rock	268	Maracatu Atômico [Trip Hop]
1	Rock	269	Banditismo Por Uma Questa
1	Rock	270	Banditismo Por Uma Questa
1	Rock	271	Rios Pontes & Overdrives
1	Rock	272	Cidade
1	Rock	273	Praiera
1	Rock	274	Samba Makossa
1	Rock	275	Da Lama Ao Caos
1	Rock	276	Maracatu De Tiro Certeiro
1	Rock	277	Salustiano Song
1	Rock	278	Antene Se
1	Rock	279	Risoflora
1	Rock	280	Lixo Do Mangue
1	Rock	281	Computadores Fazem Arte
1	Rock	282	Girassol
1	Rock	283	A Sombra Da Maldade
1	Rock	284	Johnny B. Goode
1	Rock	285	Soldado Da Paz
1	Rock	286	Firmamento
1	Rock	287	Extra
1	Rock	288	O Erê
1	Rock	289	Podes Crer
1	Rock	290	A Estrada
1	Rock	291	Berlim
1	Rock	292	Já Foi
1	Rock	293	Onde Você Mora?
1	Rock	294	Pensamento
1	Rock	295	Conciliação
1	Rock	296	Realidade Virtual
1	Rock	297	Mensagem
1	Rock	298	A Cor Do Sol
1	Rock	299	Onde Você Mora?
1	Rock	300	O Erê
1	Rock	301	A Sombra Da Maldade
1	Rock	302	A Estrada
1	Rock	303	Falar A Verdade
1	Rock	304	Firmamento
1	Rock	305	Pensamento
1	Rock	306	Realidade Virtual
1	Rock	307	Doutor
1	Rock	308	Na Frente Da TV
1	Rock	309	Downtown
1	Rock	310	Sábado A Noite
1	Rock	311	A Cor Do Sol
1	Rock	312	Eu Também Quero Beijar
1	Rock	313	Noite Do Prazer
1	Rock	314	À Francesa
1	Rock	315	Cada Um Cada Um (A Namoradeira)
1	Rock	316	Linha Do Equador
1	Rock	317	Amor Demais
1	Rock	318	Férias
1	Rock	319	Gostava Tanto De Você
1	Rock	320	Flor Do Futuro
1	Rock	321	Felicidade Urgente
1	Rock	322	Livre Pra Viver
1	Rock	323	Dig-Dig, Lambe-Lambe (Ao Vivo)
1	Rock	324	Pererê
1	Rock	325	TriboTchan
1	Rock	326	Tapa Aqui, Descobre Ali
1	Rock	327	Daniela
1	Rock	328	Bate Lata
1	Rock	329	Garotas do Brasil
1	Rock	330	Levada do Amor (Ailoviu)
1	Rock	331	Lavadeira
1	Rock	332	Reboladeira
1	Rock	333	É que Nessa Encarnação Eu Nasci Manga
1	Rock	334	Reggae Tchan
1	Rock	335	My Love
1	Rock	336	Latinha de Cerveja
1	Rock	337	You Shook Me
1	Rock	338	I Can't Quit You Baby
1	Rock	339	Communication Breakdown
1	Rock	340	Dazed and Confused
1	Rock	341	The Girl I Love She Got Long Black Wavy Hair
1	Rock	342	What is and Should Never Be
1	Rock	343	Communication Breakdown(2)
1	Rock	344	Travelling Riverside Blues
1	Rock	345	Whole Lotta Love
1	Rock	346	Somethin' Else
1	Rock	347	Communication Breakdown(3)
1	Rock	348	I Can't Quit You Baby(2)
1	Rock	349	You Shook Me(2)
1	Rock	350	How Many More Times
1	Rock	351	Debra Kadabra
1	Rock	352	Carolina Hard-Core Ecstasy
1	Rock	353	Sam With The Showing Scalp Flat Top
1	Rock	354	Poofter's Froth Wyoming Plans Ahead
1	Rock	355	200 Years Old
1	Rock	356	Cucamonga
1	Rock	357	Advance Romance
1	Rock	358	Man With The Woman Head
1	Rock	359	Muffin Man
1	Rock	360	Vai-Vai 2001
1	Rock	361	X-9 2001
1	Rock	362	Gavioes 2001
1	Rock	363	Nene 2001
1	Rock	364	Rosas De Ouro 2001
1	Rock	365	Mocidade Alegre 2001
1	Rock	366	Camisa Verde 2001
1	Rock	367	Leandro De Itaquera 2001
1	Rock	368	Tucuruvi 2001
1	Rock	369	Aguia De Ouro 2001
1	Rock	370	Ipiranga 2001
1	Rock	371	Morro Da Casa Verde 2001
1	Rock	372	Perola Negra 2001
1	Rock	373	Sao Lucas 2001
1	Rock	374	Guanabara
1	Rock	375	Mas Que Nada
1	Rock	376	Vôo Sobre o Horizonte
1	Rock	377	A Paz
1	Rock	378	Wave (Vou te Contar)
1	Rock	379	Água de Beber
1	Rock	380	Samba da Bençaco
1	Rock	381	Pode Parar
1	Rock	382	Menino do Rio
1	Rock	383	Ando Meio Desligado
1	Rock	384	Mistério da Raça
1	Rock	385	All Star
1	Rock	386	Menina Bonita
1	Rock	387	Pescador de Ilusões
1	Rock	388	À Vontade (Live Mix)
1	Rock	389	Maria Fumaça
1	Rock	390	Sambassim (dj patife remix)
1	Rock	391	Garota De Ipanema
1	Rock	392	Tim Tim Por Tim Tim
1	Rock	393	Tarde Em Itapoã
1	Rock	394	Tanto Tempo
1	Rock	395	Eu Vim Da Bahia - Live
1	Rock	396	Alô Alô Marciano
1	Rock	397	Linha Do Horizonte
1	Rock	398	Only A Dream In Rio
1	Rock	399	Abrir A Porta
1	Rock	400	Alice
1	Rock	401	Momentos Que Marcam
1	Rock	402	Um Jantar Pra Dois
1	Rock	403	Bumbo Da Mangueira
1	Rock	404	Mr Funk Samba
1	Rock	405	Santo Antonio
1	Rock	406	Por Você
1	Rock	407	Só Tinha De Ser Com Você
1	Rock	408	Free Speech For The Dumb
1	Rock	409	It's Electric
1	Rock	410	Sabbra Cadabra
1	Rock	411	Turn The Page
1	Rock	412	Die Die My Darling
1	Rock	413	Loverman
1	Rock	414	Mercyful Fate
1	Rock	415	Astronomy
1	Rock	416	Whiskey In The Jar
1	Rock	417	Tuesday's Gone
1	Rock	418	The More I See
1	Rock	419	A Kind Of Magic
1	Rock	420	Under Pressure
1	Rock	421	Radio GA GA
1	Rock	422	I Want It All
1	Rock	423	I Want To Break Free
1	Rock	424	Innuendo
1	Rock	425	It's A Hard Life
1	Rock	426	Breakthru
1	Rock	427	Who Wants To Live Forever
1	Rock	428	Headlong
1	Rock	429	The Miracle
1	Rock	430	I'm Going Slightly Mad
1	Rock	431	The Invisible Man
1	Rock	432	Hammer To Fall
1	Rock	433	Friends Will Be Friends
1	Rock	434	The Show Must Go On
1	Rock	435	One Vision
1	Rock	436	Detroit Rock City
1	Rock	437	Black Diamond
1	Rock	438	Hard Luck Woman
1	Rock	439	Sure Know Something
1	Rock	440	Love Gun
1	Rock	441	Deuce
1	Rock	442	Goin' Blind
1	Rock	443	Shock Me
1	Rock	444	Do You Love Me
1	Rock	445	She
1	Rock	446	I Was Made For Loving You
1	Rock	447	Shout It Out Loud
1	Rock	448	God Of Thunder
1	Rock	449	Calling Dr. Love
1	Rock	450	Beth
1	Rock	451	Strutter
1	Rock	452	Rock And Roll All Nite
1	Rock	453	Cold Gin
1	Rock	454	Plaster Caster
1	Rock	455	God Gave Rock 'n' Roll To You
1	Rock	456	Heart of the Night
1	Rock	457	De La Luz
1	Rock	458	Westwood Moon
1	Rock	459	Midnight
1	Rock	460	Playtime
1	Rock	461	Surrender
1	Rock	462	Valentino's
1	Rock	463	Believe
1	Rock	464	As We Sleep
1	Rock	465	When Evening Falls
1	Rock	466	J Squared
1	Rock	467	Best Thing
1	Rock	468	Maria
1	Rock	469	Poprocks And Coke
1	Rock	470	Longview
1	Rock	471	Welcome To Paradise
1	Rock	472	Basket Case
1	Rock	473	When I Come Around
1	Rock	474	She
1	Rock	475	J.A.R. (Jason Andrew Relva)
1	Rock	476	Geek Stink Breath
1	Rock	477	Brain Stew
1	Rock	478	Jaded
1	Rock	479	Walking Contradiction
1	Rock	480	Stuck With Me
1	Rock	481	Hitchin' A Ride
1	Rock	482	Good Riddance (Time Of Your Life)
1	Rock	483	Redundant
1	Rock	484	Nice Guys Finish Last
1	Rock	485	Minority
1	Rock	486	Warning
1	Rock	487	Waiting
1	Rock	488	Macy's Day Parade
1	Rock	489	Into The Light
1	Rock	490	River Song
1	Rock	491	She Give Me ...
1	Rock	492	Don't You Cry
1	Rock	493	Love Is Blind
1	Rock	494	Slave
1	Rock	495	Cry For Love
1	Rock	496	Living On Love
1	Rock	497	Midnight Blue
1	Rock	498	Too Many Tears
1	Rock	499	Don't Lie To Me
1	Rock	500	Wherever You May Go
1	Rock	501	Grito De Alerta
1	Rock	502	Não Dá Mais Pra Segurar (Explode Coração)
1	Rock	503	Começaria Tudo Outra Vez
1	Rock	504	O Que É O Que É ?
1	Rock	505	Sangrando
1	Rock	506	Diga Lá, Coração
1	Rock	507	Lindo Lago Do Amor
1	Rock	508	Eu Apenas Queria Que Voçê Soubesse
1	Rock	509	Com A Perna No Mundo
1	Rock	510	E Vamos À Luta
1	Rock	511	Um Homem Também Chora (Guerreiro Menino)
1	Rock	512	Comportamento Geral
1	Rock	513	Ponto De Interrogação
1	Rock	514	Espere Por Mim, Morena
1	Rock	515	Meia-Lua Inteira
1	Rock	516	Voce e Linda
1	Rock	517	Um Indio
1	Rock	518	Podres Poderes
1	Rock	519	Voce Nao Entende Nada - Cotidiano
1	Rock	520	O Estrangeiro
1	Rock	521	Menino Do Rio
1	Rock	522	Qualquer Coisa
1	Rock	523	Sampa
1	Rock	524	Queixa
1	Rock	525	O Leaozinho
1	Rock	526	Fora Da Ordem
1	Rock	527	Terra
1	Rock	528	Alegria, Alegria
1	Rock	529	Balada Do Louco
1	Rock	530	Ando Meio Desligado
1	Rock	531	Top Top
1	Rock	532	Baby
1	Rock	533	A E O Z
1	Rock	534	Panis Et Circenses
1	Rock	535	Chão De Estrelas
1	Rock	536	Vida De Cachorro
1	Rock	537	Bat Macumba
1	Rock	538	Desculpe Babe
1	Rock	539	Rita Lee
1	Rock	540	Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll
1	Rock	541	Banho De Lua
1	Rock	542	Meu Refrigerador Não Funciona
1	Rock	543	Burn
1	Rock	544	Stormbringer
1	Rock	545	Gypsy
1	Rock	546	Lady Double Dealer
1	Rock	547	Mistreated
1	Rock	548	Smoke On The Water
1	Rock	549	You Fool No One
1	Rock	550	Custard Pie
1	Rock	551	The Rover
1	Rock	552	In My Time Of Dying
1	Rock	553	Houses Of The Holy
1	Rock	554	Trampled Under Foot
1	Rock	555	Kashmir
1	Rock	556	Imperatriz
1	Rock	557	Beija-Flor
1	Rock	558	Viradouro
1	Rock	559	Mocidade
1	Rock	560	Unidos Da Tijuca
1	Rock	561	Salgueiro
1	Rock	562	Mangueira
1	Rock	563	União Da Ilha
1	Rock	564	Grande Rio
1	Rock	565	Portela
1	Rock	566	Caprichosos
1	Rock	567	Tradição
1	Rock	568	Império Serrano
1	Rock	569	Tuiuti
1	Rock	570	(Da Le) Yaleo
1	Rock	571	Love Of My Life
1	Rock	572	Put Your Lights On
1	Rock	573	Africa Bamba
1	Rock	574	Smooth
1	Rock	575	Do You Like The Way
1	Rock	576	Maria Maria
1	Rock	577	Migra
1	Rock	578	Corazon Espinado
1	Rock	579	Wishing It Was
1	Rock	580	El Farol
1	Rock	581	Primavera
1	Rock	582	The Calling
1	Rock	583	Solução
1	Rock	584	Manuel
1	Rock	585	Entre E Ouça
1	Rock	586	Um Contrato Com Deus
1	Rock	587	Um Jantar Pra Dois
1	Rock	588	Vamos Dançar
1	Rock	589	Um Love
1	Rock	590	Seis Da Tarde
1	Rock	591	Baixo Rio
1	Rock	592	Sombras Do Meu Destino
1	Rock	593	Do You Have Other Loves?
1	Rock	594	Agora Que O Dia Acordou
1	Rock	595	Já!!!
1	Rock	596	A Rua
1	Rock	597	Now's The Time
1	Rock	598	Jeru
1	Rock	599	Compulsion
1	Rock	600	Tempus Fugit
1	Rock	601	Walkin'
1	Rock	602	'Round Midnight
1	Rock	603	Bye Bye Blackbird
1	Rock	604	New Rhumba
1	Rock	605	Generique
1	Rock	606	Summertime
1	Rock	607	So What
1	Rock	608	The Pan Piper
1	Rock	609	Someday My Prince Will Come
1	Rock	610	My Funny Valentine (Live)
1	Rock	611	E.S.P.
1	Rock	612	Nefertiti
1	Rock	613	Petits Machins (Little Stuff)
1	Rock	614	Miles Runs The Voodoo Down
1	Rock	615	Little Church (Live)
1	Rock	616	Black Satin
1	Rock	617	Jean Pierre (Live)
1	Rock	618	Time After Time
1	Rock	619	Portia
1	Rock	620	Space Truckin'
1	Rock	621	Going Down / Highway Star
1	Rock	622	Mistreated (Alternate Version)
1	Rock	623	You Fool No One (Alternate Version)
1	Rock	624	Jeepers Creepers
1	Rock	625	Blue Rythm Fantasy
1	Rock	626	Drum Boogie
1	Rock	627	Let Me Off Uptown
1	Rock	628	Leave Us Leap
1	Rock	629	Opus No.1
1	Rock	630	Boogie Blues
1	Rock	631	How High The Moon
1	Rock	632	Disc Jockey Jump
1	Rock	633	Up An' Atom
1	Rock	634	Bop Boogie
1	Rock	635	Lemon Drop
1	Rock	636	Coronation Drop
1	Rock	637	Overtime
1	Rock	638	Imagination
1	Rock	639	Don't Take Your Love From Me
1	Rock	640	Midget
1	Rock	641	I'm Coming Virginia
1	Rock	642	Payin' Them Dues Blues
1	Rock	643	Jungle Drums
1	Rock	644	Showcase
1	Rock	645	Swedish Schnapps
1	Rock	646	Samba Da Bênção
1	Rock	647	Pot-Pourri N.º 4
1	Rock	648	Onde Anda Você
1	Rock	649	Samba Da Volta
1	Rock	650	Canto De Ossanha
1	Rock	651	Pot-Pourri N.º 5
1	Rock	652	Formosa
1	Rock	653	Como É Duro Trabalhar
1	Rock	654	Minha Namorada
1	Rock	655	Por Que Será
1	Rock	656	Berimbau
1	Rock	657	Deixa
1	Rock	658	Pot-Pourri N.º 2
1	Rock	659	Samba Em Prelúdio
1	Rock	660	Carta Ao Tom 74
1	Rock	661	Linha de Passe (João Bosco)
1	Rock	662	Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)
1	Rock	663	Chão de Giz (Elba Ramalho)
1	Rock	664	Marina (Dorival Caymmi)
1	Rock	665	Aquarela (Toquinho)
1	Rock	666	Coração do Agreste (Fafá de Belém)
1	Rock	667	Dona (Roupa Nova)
1	Rock	668	Começaria Tudo Outra Vez (Maria Creuza)
1	Rock	669	Caçador de Mim (Sá & Guarabyra)
1	Rock	670	Romaria (Renato Teixeira)
1	Rock	671	As Rosas Não Falam (Beth Carvalho)
1	Rock	672	Wave (Os Cariocas)
1	Rock	673	Garota de Ipanema (Dick Farney)
1	Rock	674	Preciso Apender a Viver Só (Maysa)
1	Rock	675	Susie Q
1	Rock	676	I Put A Spell On You
1	Rock	677	Proud Mary
1	Rock	678	Bad Moon Rising
1	Rock	679	Lodi
1	Rock	680	Green River
1	Rock	681	Commotion
1	Rock	682	Down On The Corner
1	Rock	683	Fortunate Son
1	Rock	684	Travelin' Band
1	Rock	685	Who'll Stop The Rain
1	Rock	686	Up Around The Bend
1	Rock	687	Run Through The Jungle
1	Rock	688	Lookin' Out My Back Door
1	Rock	689	Long As I Can See The Light
1	Rock	690	I Heard It Through The Grapevine
1	Rock	691	Have You Ever Seen The Rain?
1	Rock	692	Hey Tonight
1	Rock	693	Sweet Hitch-Hiker
1	Rock	694	Someday Never Comes
1	Rock	695	Walking On The Water
1	Rock	696	Suzie-Q, Pt. 2
1	Rock	697	Born On The Bayou
1	Rock	698	Good Golly Miss Molly
1	Rock	699	Tombstone Shadow
1	Rock	700	Wrote A Song For Everyone
1	Rock	701	Night Time Is The Right Time
1	Rock	702	Cotton Fields
1	Rock	703	It Came Out Of The Sky
1	Rock	704	Don't Look Now
1	Rock	705	The Midnight Special
1	Rock	706	Before You Accuse Me
1	Rock	707	My Baby Left Me
1	Rock	708	Pagan Baby
1	Rock	709	(Wish I Could) Hideaway
1	Rock	710	It's Just A Thought
1	Rock	711	Molina
1	Rock	712	Born To Move
1	Rock	713	Lookin' For A Reason
1	Rock	714	Hello Mary Lou
1	Rock	715	Gatas Extraordinárias
1	Rock	716	Brasil
1	Rock	717	Eu Sou Neguinha (Ao Vivo)
1	Rock	718	Geração Coca-Cola (Ao Vivo)
1	Rock	719	Lanterna Dos Afogados
1	Rock	720	Coroné Antonio Bento
1	Rock	721	Você Passa, Eu Acho Graça (Ao Vivo)
1	Rock	722	Meu Mundo Fica Completo (Com Você)
1	Rock	723	1° De Julho
1	Rock	724	Música Urbana 2
1	Rock	725	Vida Bandida (Ao Vivo)
1	Rock	726	Palavras Ao Vento
1	Rock	727	Não Sei O Que Eu Quero Da Vida
1	Rock	728	Woman Is The Nigger Of The World (Ao Vivo)
1	Rock	729	Juventude Transviada (Ao Vivo)
1	Rock	730	Malandragem
1	Rock	731	O Segundo Sol
1	Rock	732	Smells Like Teen Spirit (Ao Vivo)
1	Rock	733	E.C.T.
1	Rock	734	Todo Amor Que Houver Nesta Vida
1	Rock	735	Metrô. Linha 743
1	Rock	736	Nós (Ao Vivo)
1	Rock	737	Na Cadência Do Samba
1	Rock	738	Admirável Gado Novo
1	Rock	739	Eleanor Rigby
1	Rock	740	Socorro
1	Rock	741	Blues Da Piedade
1	Rock	742	Rubens
1	Rock	743	Não Deixe O Samba Morrer - Cassia Eller e Alcione
1	Rock	744	Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)
1	Rock	745	Comin' Home
1	Rock	746	Lady Luck
1	Rock	747	Gettin' Tighter
1	Rock	748	Dealer
1	Rock	749	I Need Love
1	Rock	750	Drifter
1	Rock	751	Love Child
1	Rock	752	This Time Around / Owed to 'G' [Instrumental]
1	Rock	753	You Keep On Moving
1	Rock	754	Speed King
1	Rock	755	Bloodsucker
1	Rock	756	Child In Time
1	Rock	757	Flight Of The Rat
1	Rock	758	Into The Fire
1	Rock	759	Living Wreck
1	Rock	760	Hard Lovin' Man
1	Rock	761	Fireball
1	Rock	762	No No No
1	Rock	763	Strange Kind Of Woman
1	Rock	764	Anyone's Daughter
1	Rock	765	The Mule
1	Rock	766	Fools
1	Rock	767	No One Came
1	Rock	768	Knocking At Your Back Door
1	Rock	769	Bad Attitude
1	Rock	770	Child In Time (Son Of Aleric - Instrumental)
1	Rock	771	Nobody's Home
1	Rock	772	Black Night
1	Rock	773	Perfect Strangers
1	Rock	774	The Unwritten Law
1	Rock	775	Call Of The Wild
1	Rock	776	Hush
1	Rock	777	Smoke On The Water
1	Rock	778	Space Trucking
1	Rock	779	Highway Star
1	Rock	780	Maybe I'm A Leo
1	Rock	781	Pictures Of Home
1	Rock	782	Never Before
1	Rock	783	Smoke On The Water
1	Rock	784	Lazy
1	Rock	785	Space Truckin'
1	Rock	786	Vavoom : Ted The Mechanic
1	Rock	787	Loosen My Strings
1	Rock	788	Soon Forgotten
1	Rock	789	Sometimes I Feel Like Screaming
1	Rock	790	Cascades : I'm Not Your Lover
1	Rock	791	The Aviator
1	Rock	792	Rosa's Cantina
1	Rock	793	A Castle Full Of Rascals
1	Rock	794	A Touch Away
1	Rock	795	Hey Cisco
1	Rock	796	Somebody Stole My Guitar
1	Rock	797	The Purpendicular Waltz
1	Rock	798	King Of Dreams
1	Rock	799	The Cut Runs Deep
1	Rock	800	Fire In The Basement
1	Rock	801	Truth Hurts
