PlaylistId	PlaylistName	TrackId	TrackName
1	Music	2147	Phantom Of The Opera
1	Music	321	Felicidade Urgente
1	Music	2464	Garota Nacional
1	Music	969	The Real Thing
1	Music	2123	House Of Love
1	Music	296	Realidade Virtual
1	Music	2756	Coroné Antonio Bento
1	Music	946	Jizzlobber
1	Music	3093	Without You
1	Music	1265	Judas Be My Guide
1	Music	270	Banditismo Por Uma Questa
1	Music	1564	Goin' Blind
1	Music	2394	Otherside
1	Music	3039	Where Did I Go Wrong
1	Music	2044	Vulcão Dub - Fui Eu
1	Music	2684	Sister Morphine
1	Music	198	When My Left Eye Jumps
1	Music	1509	Salve Simpatia
1	Music	1169	Garden of Eden
1	Music	1482	Can You See Me
1	Music	149	Black Sabbath
1	Music	2292	Turn You Inside-Out
1	Music	1114	Parabolicamará
1	Music	1943	Love Me Like A Reptile
1	Music	119	Roadrunner
1	Music	1434	When You Gonna Learn (Digeridoo)
1	Music	445	She
1	Music	2578	Miracle To Me
1	Music	1913	Blues For Pablo (Alternate Take)
1	Music	91	Shadow on the Sun
1	Music	2551	Wet My Bed
1	Music	1067	Meu Guarda-Chuva
1	Music	1881	The Call Of Ktulu
1	Music	63	Desafinado
1	Music	1390	Hallowed Be Thy Name
1	Music	2209	W.M.A.
1	Music	1713	I Belong To You
1	Music	2524	Jubilee
1	Music	732	Smells Like Teen Spirit (Ao Vivo)
1	Music	1040	Summer Love
1	Music	42	Right Through You
1	Music	2187	Green Disease
1	Music	362	Gavioes 2001
1	Music	1688	Geração Coca-Cola
1	Music	548	Smoke On The Water
1	Music	3022	Drowning Man
1	Music	3366	Reach Down
1	Music	1518	Filho Maravilha
1	Music	2997	Love Rescue Me
1	Music	2000	Breed
1	Music	3336	War Pigs
1	Music	500	Wherever You May Go
1	Music	2971	Crumbs From Your Table
1	Music	1152	My Michelle
1	Music	1979	Don't Go Away Mad (Just Go Away)
1	Music	158	Changes
1	Music	3309	Guess Who's Back
1	Music	1952	The Chase Is Better Than The Catch
1	Music	3284	Never Say Die
1	Music	2271	We Will Rock You
1	Music	795	Hey Cisco
1	Music	3256	Give Peace a Chance
1	Music	1419	I Got You (I Feel Good)
1	Music	2244	Mão Na Cabeça
1	Music	2559	This Cocaine Makes Me Feel Like I'm On This Song
1	Music	741	Blues Da Piedade
1	Music	1368	Hallowed Be Thy Name
1	Music	2195	Alive
1	Music	710	It's Just A Thought
1	Music	27	Dude (Looks Like A Lady)
1	Music	3162	Lua de Ogum
1	Music	1673	Música De Trabalho
1	Music	678	Bad Moon Rising
1	Music	992	DOA
1	Music	1	For Those About To Rock (We Salute You)
1	Music	1315	Bring Your Daughter... To The Slaughter...
1	Music	1642	Tangerine
1	Music	2459	Ali
1	Music	646	Samba Da Bênção
1	Music	963	Absolute Zero
1	Music	1793	Be Good Johnny
1	Music	3113	You Got No Right
1	Music	1288	Aces High
1	Music	1610	Black Dog
1	Music	614	Miles Runs The Voodoo Down
1	Music	2751	Primavera
1	Music	1761	Blanco
1	Music	3087	Atomic Punk
1	Music	2091	Será Que Vai Chover?
1	Music	1581	Dazed And Confused
1	Music	2411	Bastille Day
1	Music	2723	Gyroscope
1	Music	1729	Fullgás
1	Music	3058	Dancing In The Street
1	Music	2061	Vamo Batê Lata
1	Music	2389	Warm Tape
1	Music	564	Grande Rio
1	Music	2701	Blinded By Rainbows
1	Music	899	Cocaine
1	Music	217	Mel
1	Music	3377	Arms Around Your Love
1	Music	2363	I Could Have Lied
1	Music	532	Baby
1	Music	3010	Where The Streets Have No Name
1	Music	1186	Don't Cry
1	Music	2337	Merry Christmas
1	Music	854	Boa Noite
1	Music	2983	The Playboy Mansion
1	Music	171	Bowels Of The Devil
1	Music	3320	Chapa o Coco
1	Music	2626	Revolution
1	Music	830	Two Steps Behind [Acoustic Version]
1	Music	2958	Luminous Times (Hold On To Love)
1	Music	1136	Boulevard Of Broken Dreams
1	Music	1968	Demorou!
1	Music	1451	Butterfly
1	Music	2933	Mysterious Ways
1	Music	1937	Leila (Venha Ser Feliz)
1	Music	3272	Gimme Some Truth
1	Music	2255	Another One Bites The Dust
1	Music	2231	Time
1	Music	415	Astronomy
1	Music	2547	Naked Sunday
1	Music	757	Flight Of The Rat
1	Music	2205	Animal
1	Music	726	Palavras Ao Vento
1	Music	1352	Intro
1	Music	2496	1979
1	Music	694	Someday Never Comes
1	Music	2812	Era Uma Vez
1	Music	1008	Razor
1	Music	13	Night Of The Long Knives
1	Music	2154	Untitled
1	Music	1658	Nobody's Fault But Mine
1	Music	662	Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)
1	Music	1806	Don't Tread On Me
1	Music	3129	Oi, La
1	Music	1304	Phantom Of The Opera
1	Music	1626	How Many More Times
1	Music	2445	For Your Babies
1	Music	630	Boogie Blues
1	Music	2765	Réu Confesso
1	Music	1777	When I Had Your Love
1	Music	1273	06 - Transylvania
1	Music	1594	Wearing And Tearing
1	Music	598	Jeru
1	Music	2735	I'm A Boy
1	Music	931	Got That Feeling
1	Music	1745	Pseudo Silk Kimono
1	Music	3074	When It's Love
1	Music	1247	No More Lies
1	Music	2075	O Amor Nao Sabe Esperar
1	Music	255	Corpo De Lama
1	Music	3500	String Quartet No. 12 in C Minor, D. 703 "Quartettsatz": II. Andante - Allegro assai
1	Music	2712	Fire In The Head
1	Music	3393	Original Fire
1	Music	1543	Borogodo
1	Music	2553	Where The River Goes
1	Music	1069	Whistle Stop
1	Music	1884	Some Kind Of Monster
1	Music	66	Por Causa De Você
1	Music	2211	Rearviewmirror
1	Music	396	Alô Alô Marciano
1	Music	1716	Black Velveteen
1	Music	2527	Starburst
1	Music	735	Metrô. Linha 743
1	Music	1043	They Can't Take That Away From Me
1	Music	44	You Learn
1	Music	2190	1/2 Full
1	Music	365	Mocidade Alegre 2001
1	Music	1690	Tempo Perdido
1	Music	1332	Hooks In You
1	Music	339	Communication Breakdown
1	Music	2797	Homem Primata (Vinheta)
1	Music	2773	Padre Cícero
1	Music	1282	Innocent Exile
1	Music	283	A Sombra Da Maldade
1	Music	2428	Evil Ways
1	Music	583	Solução
1	Music	916	Running On Faith
1	Music	1228	Tailgunner
1	Music	237	Minha Historia
1	Music	3490	Partita in E Major, BWV 1006A: I. Prelude
1	Music	1204	The Pilgrim
1	Music	2031	Nossa Gente (Avisa Là)
1	Music	213	Saudosismo
1	Music	3372	Your Savior
1	Music	3471	(There Is) No Greater Love (Teo Licks)
1	Music	2675	Let's Spend The Night Together
1	Music	870	Amar É Tudo
1	Music	188	Gates Of Urizen
1	Music	3448	Lamentations of Jeremiah, First Set  Incipit Lamentatio
1	Music	2332	The Finest Worksong
1	Music	506	Diga Lá, Coração
1	Music	2650	Roxanne
1	Music	1985	Shout At The Devil
1	Music	1469	Look What You've Done
1	Music	2306	Zither
1	Music	480	Stuck With Me
1	Music	2620	My Bridges Burn
1	Music	136	Phoney Smile Fake Hellos
1	Music	3291	Loving You Sunday Morning
1	Music	458	Westwood Moon
1	Music	2595	(White Man) In Hammersmith Palais
1	Music	110	The Curse
1	Music	1083	O Amor Daqui De Casa
1	Music	1900	To Live Is To Die
1	Music	1404	2 A.M.
1	Music	381	Pode Parar
1	Music	1029	February Stars
1	Music	1847	Poor Twisted Me
1	Music	2174	Wasted Reprise
1	Music	1823	So What
1	Music	3147	Posso Até Me Apaixonar
1	Music	324	Pererê
1	Music	2466	Sem Terra
1	Music	972	Woodpecker From Mars
1	Music	2125	United Colours
1	Music	299	Onde Você Mora?
1	Music	948	Easy
1	Music	3095	From Afar
1	Music	1267	Fear Of The Dark
1	Music	2099	I Don't Know
1	Music	272	Cidade
1	Music	1566	Domino
1	Music	2396	Californication
1	Music	3041	Homely Girl
1	Music	2046	Manguetown
1	Music	2686	Respectable
1	Music	2015	Time
1	Music	201	Keep It To Myself (Aka Keep It To Yourself)
1	Music	3455	Rehab
1	Music	1512	Os Alquimistas Estão Chegando
1	Music	860	Eu Te Devoro
1	Music	1171	Bad Apples
1	Music	1485	May This Be Love
1	Music	152	N.I.B.
1	Music	2295	Untitled
1	Music	469	Poprocks And Coke
1	Music	2940	Elevation
1	Music	1116	Expresso 2222
1	Music	121	Good Golly Miss Molly
1	Music	1436	Hooked Up
1	Music	447	Shout It Out Loud
1	Music	2581	Cosmic Fiend
1	Music	1916	Coração De Estudante
1	Music	94	Hypnotize
1	Music	1597	Over The Hills And Far Away
1	Music	601	Walkin'
1	Music	2738	Pictures Of Lily
1	Music	933	Home Sick Home
1	Music	1748	Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel
1	Music	1250	Gates Of Tomorrow
1	Music	2078	Óculos
1	Music	257	Manguetown
1	Music	2714	Heaven Coming Down
1	Music	231	Atras Da Porta
1	Music	3396	Shape of Things to Come
1	Music	3487	3 Gymnopédies: No.1 - Lent Et Grave, No.3 - Lent Et Douloureux
1	Music	1546	The Green Manalishi
1	Music	2376	Universally Speaking
1	Music	551	The Rover
1	Music	890	Aprendendo A Jogar
1	Music	3025	Red Light
1	Music	1520	Rapidamente
1	Music	866	Oceano
1	Music	3000	God Part II
1	Music	2002	Blew
1	Music	502	Não Dá Mais Pra Segurar (Explode Coração)
1	Music	843	Otay
1	Music	2974	Yahweh
1	Music	1155	You're Crazy
1	Music	1981	Smokin' in The Boys Room
1	Music	3311	Put On Your Shit Kickers
1	Music	1123	Changes
1	Music	1955	Please Don't Touch
1	Music	3286	Iron Man/Children of the Grave
1	Music	2274	All Dead, All Dead
1	Music	797	The Purpendicular Waltz
1	Music	3259	I'm Losing You
1	Music	1421	Cold Sweat
1	Music	2246	Adoled (Ocean)
1	Music	2562	Sad Statue
1	Music	2218	Jah Seh No
1	Music	744	Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)
1	Music	1371	Moonchild
1	Music	713	Lookin' For A Reason
1	Music	29	Cryin'
1	Music	3164	Verdade
1	Music	1675	A Via Láctea
1	Music	2487	Blissed & Gone
1	Music	681	Commotion
1	Music	995	Free Me
1	Music	3	Fast As a Shark
1	Music	1317	Heaven Can Wait
1	Music	1645	Hats Off To (Roy) Harper
1	Music	649	Samba Da Volta
1	Music	2782	Go Back
1	Music	1796	Who Can It Be Now?
1	Music	3116	Loving The Alien
1	Music	1291	Revelations
1	Music	1613	Stairway To Heaven
1	Music	617	Jean Pierre (Live)
1	Music	1764	Beija Eu
1	Music	3090	Ice Cream Man
1	Music	2094	I Don't Know
1	Music	1583	Going To California
1	Music	2413	Anthem
1	Music	2725	Release
1	Music	1732	Aquilo
1	Music	3061	Big Bad Bill (Is Sweet William Now)
1	Music	2063	Nebulosa Do Amor
1	Music	3494	Symphony No. 2, Op. 16 -  "The Four Temperaments": II. Allegro Comodo e Flemmatico
1	Music	567	Tradição
1	Music	2703	Thru And Thru
1	Music	901	After Midnight
1	Music	1213	The Trooper
1	Music	219	Odara
1	Music	3380	Ghosts
1	Music	2365	The Righteous & The Wicked
1	Music	535	Chão De Estrelas
1	Music	876	Um Amor Puro
1	Music	3012	The Unforgettable Fire
1	Music	1188	Colibri
1	Music	2011	Lounge Act
1	Music	3452	SCRIABIN: Prelude in B Major, Op. 11, No. 11
1	Music	2339	Puteiro Em João Pessoa
1	Music	856	Faltando Um Pedaço
1	Music	2985	Please
1	Music	173	KKK Bitch
1	Music	3323	Tres Reis
1	Music	487	Waiting
1	Music	832	Heaven Is
1	Music	2960	Silver And Gold
1	Music	1139	Give Me Novacaine
1	Music	1453	King For A Day
1	Music	808	Love Don't Mean a Thing
1	Music	2935	Ultraviolet (Light My Way)
1	Music	1940	Norwegian Wood
1	Music	3275	Real Love
1	Music	2258	Bicycle Race
1	Music	2234	Us And Them
1	Music	417	Tuesday's Gone
1	Music	2549	Piece Of Pie
1	Music	760	Hard Lovin' Man
1	Music	1878	Trapped Under Ice
1	Music	729	Juventude Transviada (Ao Vivo)
1	Music	1355	Brave New World
1	Music	2498	Tonight, Tonight
1	Music	697	Born On The Bayou
1	Music	2814	Insensível
1	Music	1011	Have It All
1	Music	16	Dog Eat Dog
1	Music	2156	Go
1	Music	1661	Tea For One
1	Music	665	Aquarela (Toquinho)
1	Music	1808	Nothing Else Matters
1	Music	3132	Still Of The Night
1	Music	1629	The Lemon Song
1	Music	2447	Angel
1	Music	633	Up An' Atom
1	Music	1780	It's A Bitter Pill To Swallow
1	Music	1276	09 - Iron Maiden
1	Music	817	Lick It Up
1	Music	2943	In A Little While
1	Music	1118	Palco
1	Music	123	Quadrant
1	Music	1438	Music Of The Wind
1	Music	449	Calling Dr. Love
1	Music	2584	Title Song
1	Music	97	Getaway Car
1	Music	425	It's A Hard Life
1	Music	769	Bad Attitude
1	Music	1071	Divirta-Se (Saindo Da Sua)
1	Music	1887	My World
1	Music	69	Dindi (Dindi)
1	Music	2213	Elderly Woman Behind The Counter In A Small Town
1	Music	399	Abrir A Porta
1	Music	1719	Dancin´Days
1	Music	2530	Little Linda
1	Music	738	Admirável Gado Novo
1	Music	1046	I've Got You Under My Skin
1	Music	1862	The Memory Remains
1	Music	46	Mary Jane
1	Music	2193	Once
1	Music	368	Tucuruvi 2001
1	Music	1692	Que País É Este
1	Music	1838	Metal Militia
1	Music	1334	Mother Russia
1	Music	341	The Girl I Love She Got Long Black Wavy Hair
1	Music	2481	Waiting
1	Music	2799	Polícia (Vinheta)
1	Music	2776	Preciso Ser Amado
1	Music	286	Firmamento
1	Music	3433	Concerto No.2 in F Major, BWV1047, I. Allegro
1	Music	2431	Just Ain't Good Enough
1	Music	585	Entre E Ouça
1	Music	918	Alberta
1	Music	1230	Afraid To Shoot Strangers
1	Music	240	Meu Caro Amigo
1	Music	1207	The Reincarnation of Benjamin Breeg
1	Music	2034	Faraó Divindade Do Egito
1	Music	215	Sozinho
1	Music	3374	All Night Thing
1	Music	3474	October Song
1	Music	872	Seduzir
1	Music	190	Trupets Of Jericho
1	Music	508	Eu Apenas Queria Que Voçê Soubesse
1	Music	2652	Message in a Bottle
1	Music	852	Meu Bem-Querer
1	Music	1987	School
1	Music	1472	Radio Song
1	Music	2308	Low Desert
1	Music	482	Good Riddance (Time Of Your Life)
1	Music	2623	Lil' Evil
1	Music	139	A.N.D.R.O.T.A.Z.
1	Music	3294	Believe in Love
1	Music	2283	Me In Honey
1	Music	460	Playtime
1	Music	2597	English Civil War
1	Music	780	Maybe I'm A Leo
1	Music	1086	Casinha Feliz
1	Music	1903	The Maids Of Cadiz
1	Music	1406	Futureal
1	Music	384	Mistério da Raça
1	Music	1703	Fly Away
1	Music	2517	Fell On Black Days
1	Music	1031	Walking After You
1	Music	1849	Mama Said
1	Music	2177	Inside Job
1	Music	352	Carolina Hard-Core Ecstasy
1	Music	1825	Overkill
1	Music	3149	Vivo Isolado Do Mundo
1	Music	327	Daniela
1	Music	2468	Um Dia Qualquer
1	Music	975	Deixa Entrar
1	Music	2127	Your Blue Room
1	Music	301	A Sombra Da Maldade
1	Music	950	Ricochet
1	Music	3097	Once
1	Music	2102	Mr. Crowley
1	Music	274	Samba Makossa
1	Music	1568	A World Without Heroes
1	Music	2398	Porcelain
1	Music	3043	Kingston Town
1	Music	2048	Bora-Bora
1	Music	3484	Adios nonino
1	Music	2688	The Last Time
1	Music	2018	Folhas Secas
1	Music	204	Talkin' 'Bout Women Obviously
1	Music	3458	Just Friends
1	Music	2346	No Fundo Do Quintal Da Escola
1	Music	862	Acelerou
1	Music	1173	Coma
1	Music	1488	Remember
1	Music	2319	Radio Free Aurope
1	Music	19	Problem Child
1	Music	2158	Even Flow
1	Music	1664	The Song Remains The Same
1	Music	668	Começaria Tudo Outra Vez (Maria Creuza)
1	Music	1810	The God That Failed
1	Music	3134	Is This Love
1	Music	3444	Romeo et Juliette: No. 11 - Danse des Chevaliers
1	Music	1632	Living Loving Maid (She's Just A Woman)
1	Music	2449	Água E Fogo
1	Music	636	Coronation Drop
1	Music	1783	Gonna Give Her All The Love I've Got
1	Music	1600	D'Yer Mak'er
1	Music	604	New Rhumba
1	Music	2741	Pinball Wizard
1	Music	935	Land Of Sunshine
1	Music	1751	Lords Of The Backstage
1	Music	1253	Face In The Sand
1	Music	2081	Lanterna Dos Afogados
1	Music	259	Baião Ambiental [Instrumental]
1	Music	3503	Koyaanisqatsi
1	Music	2716	Babylon
1	Music	234	Morena De Angola
1	Music	3399	Nothing Left to Say But Goodbye
1	Music	1549	Hot Rockin'
1	Music	2379	Don't Forget Me
1	Music	554	Trampled Under Foot
1	Music	3028	Zooropa
1	Music	1522	Vou Pra Ai
1	Music	3003	All I Want Is You
1	Music	1497	Ice 9
1	Music	504	O Que É O Que É ?
1	Music	846	In Time
1	Music	1158	Right Next Door to Hell
1	Music	1983	Too Fast For Love
1	Music	3313	Life Goes On
1	Music	1126	Re-Align
1	Music	1958	O Que Vai Em Meu Coração
1	Music	3288	Rock You Like a Hurricane
1	Music	2277	Get Down, Make Love
1	Music	799	The Cut Runs Deep
1	Music	3262	Imagine
1	Music	1423	Get Up (I Feel Like Being A) Sex Machine
1	Music	2248	Paga Pau
1	Music	2565	The Sun Road
1	Music	78	Master Of Puppets
1	Music	2221	Buk-In-Hamm Palace
1	Music	747	Gettin' Tighter
1	Music	1374	The Evil That Men Do
1	Music	2513	Rusty Cage
1	Music	716	Brasil
1	Music	31	Blind Man
1	Music	1677	Aloha
1	Music	684	Travelin' Band
1	Music	998	End Over End
1	Music	1319	2 Minutes To Midnight
1	Music	1648	Down By The Seaside
1	Music	652	Formosa
1	Music	2784	Família
1	Music	1799	Shakes and Ladders
1	Music	3119	Tudo Na Mais Santa Paz
1	Music	1294	Powerslave
1	Music	3437	Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, "Moonlight": I. Adagio sostenuto
1	Music	1616	Going To California
1	Music	620	Space Truckin'
1	Music	1767	A Menina Dança
1	Music	2096	Flying High Again
1	Music	3422	Madama Butterfly: Un Bel Dì Vedremo
1	Music	1585	Whole Lotta Love (Medley)
1	Music	2415	2112 Overture
1	Music	2727	Babylon
1	Music	1735	Ro-Que-Se-Da-Ne
1	Music	3064	Eruption
1	Music	1237	Brave New World
1	Music	2065	Trac Trac
1	Music	570	(Da Le) Yaleo
1	Music	2705	Walking Wounded
1	Music	903	Lay Down Sally
1	Music	1215	Transylvania
1	Music	3383	Scar On the Sky
1	Music	1533	Choramingando
1	Music	2367	Blood Sugar Sex Magik
1	Music	538	Desculpe Babe
1	Music	878	O Mestre-Sala dos Mares
1	Music	3014	Desire
1	Music	1190	Magnetic Ocean
1	Music	2013	On A Plain
1	Music	3357	OAM's Blues
1	Music	2341	Bê-a-Bá
1	Music	858	Esquinas
1	Music	2987	Helter Skelter
1	Music	175	Voodoo
1	Music	3326	Todo o Carnaval tem seu Fim
1	Music	490	River Song
1	Music	834	When Love & Hate Collide
1	Music	2962	A Room At The Heartbreak Hotel
1	Music	1142	Letterbomb
1	Music	1455	Just Another Story
1	Music	811	Lady Double Dealer
1	Music	2937	Love Is Blindness
1	Music	2261	Save Me
1	Music	2237	Eclipse
1	Music	419	A Kind Of Magic
1	Music	763	Strange Kind Of Woman
1	Music	393	Tarde Em Itapoã
1	Music	1856	Welcome Home (Sanitarium)
1	Music	1358	Blood Brothers
1	Music	2500	Ava Adore
1	Music	700	Wrote A Song For Everyone
1	Music	2816	Toda Cor
1	Music	1014	Tired Of You
1	Music	1832	Jump In The Fire
1	Music	2021	Quem Mata A Mulher Mata O Melhor
1	Music	3461	Tears Dry On Their Own
1	Music	2349	Mata Virgem
1	Music	2665	Heart Of Stone
1	Music	864	Samurai
1	Music	1175	14 Years
1	Music	1491	Stone Free
1	Music	2322	So Central Rain
1	Music	2640	Soul Kitchen
1	Music	2610	The Saint
1	Music	819	Talk About Love
1	Music	2946	When I Look At The World
1	Music	1120	Sítio Do Pica-Pau Amarelo
1	Music	126	Moon germs
1	Music	1440	Whatever It Is, I Just Can't Stop
1	Music	451	Strutter
1	Music	2587	Lickin'
1	Music	100	Out Of Exile
1	Music	428	Headlong
1	Music	771	Nobody's Home
1	Music	1073	Óia Eu Aqui De Novo
1	Music	1890	The Unnamed Feeling
1	Music	72	Angela
1	Music	2215	Indifference
1	Music	402	Um Jantar Pra Dois
1	Music	1722	Casa
1	Music	2533	Crossfire
1	Music	1049	Come Fly With Me
1	Music	1864	The Unforgiven II
1	Music	48	Not The Doctor
1	Music	371	Morro Da Casa Verde 2001
1	Music	1694	Há Tempos
1	Music	2508	Loud Love
1	Music	1336	Revelations
1	Music	343	Communication Breakdown(2)
1	Music	2484	Set The Ray To Jerry
1	Music	2801	Diversão
1	Music	2140	Killers
1	Music	314	À Francesa
1	Music	2779	Esta É A Canção
1	Music	289	Podes Crer
1	Music	2434	Holding Back The Years
1	Music	3419	Requiem, Op.48: 4. Pie Jesu
1	Music	587	Um Jantar Pra Dois
1	Music	920	Malted Milk
1	Music	1232	Heaven Can Wait
1	Music	243	Vai Trabalhar Vagabundo
1	Music	3405	Canon and Gigue in D Major: I. Canon
1	Music	1558	Ram It Down
1	Music	1210	The Legacy
1	Music	2037	Olodum, A Banda Do Pelô
1	Music	3477	Amy Amy Amy (Outro)
1	Music	874	Sina
1	Music	2009	Territorial Pissings
1	Music	192	The Alchemist
1	Music	510	E Vamos À Luta
1	Music	2654	Don't Stand so Close to Me
1	Music	1989	Aneurysm
1	Music	1475	Come Around Again
1	Music	2310	Losing My Religion
1	Music	484	Nice Guys Finish Last
1	Music	142	No More Tears
1	Music	3297	Tease Me Please Me
1	Music	2285	Pop Song 89
1	Music	462	Valentino's
1	Music	2599	London Calling
1	Music	783	Smoke On The Water
1	Music	1906	Miles Ahead
1	Music	1408	Lightning Strikes Twice
1	Music	1875	Ride The Lightning
1	Music	1383	Stranger in a Strange Land
1	Music	387	Pescador de Ilusões
1	Music	1706	It Ain't Over 'Til It's Over
1	Music	2519	Burden In My Hand
1	Music	1033	My Way
1	Music	1851	Ronnie
1	Music	2180	Love Boat Captain
1	Music	355	200 Years Old
1	Music	1827	Stone Dead Forever
1	Music	3151	Seu Balancê
1	Music	330	Levada do Amor (Ailoviu)
1	Music	2470	Sul Da América
1	Music	2129	A Different Kind Of Blue
1	Music	303	Falar A Verdade
1	Music	3441	Two Fanfares for Orchestra: II. Short Ride in a Fast Machine
1	Music	952	The Gentle Art Of Making Enemies
1	Music	3099	Josephina
