PlaylistId	TrackId	PlaylistName	TrackName
5	39	90’s Music	You Oughta Know
8	39	Music	You Oughta Know
1	40	Music	Perfect
5	40	90’s Music	Perfect
8	40	Music	Perfect
1	41	Music	Hand In My Pocket
5	41	90’s Music	Hand In My Pocket
8	41	Music	Hand In My Pocket
1	42	Music	Right Through You
5	42	90’s Music	Right Through You
8	42	Music	Right Through You
1	43	Music	Forgiven
5	43	90’s Music	Forgiven
8	43	Music	Forgiven
1	44	Music	You Learn
5	44	90’s Music	You Learn
8	44	Music	You Learn
1	45	Music	Head Over Feet
5	45	90’s Music	Head Over Feet
8	45	Music	Head Over Feet
1	46	Music	Mary Jane
5	46	90’s Music	Mary Jane
8	46	Music	Mary Jane
1	47	Music	Ironic
5	47	90’s Music	Ironic
8	47	Music	Ironic
1	48	Music	Not The Doctor
5	48	90’s Music	Not The Doctor
8	48	Music	Not The Doctor
1	49	Music	Wake Up
5	49	90’s Music	Wake Up
8	49	Music	Wake Up
1	50	Music	You Oughta Know (Alternate)
5	50	90’s Music	You Oughta Know (Alternate)
8	50	Music	You Oughta Know (Alternate)
1	51	Music	We Die Young
5	51	90’s Music	We Die Young
8	51	Music	We Die Young
1	52	Music	Man In The Box
5	52	90’s Music	Man In The Box
8	52	Music	Man In The Box
16	52	Grunge	Man In The Box
1	53	Music	Sea Of Sorrow
5	53	90’s Music	Sea Of Sorrow
8	53	Music	Sea Of Sorrow
1	54	Music	Bleed The Freak
5	54	90’s Music	Bleed The Freak
8	54	Music	Bleed The Freak
1	55	Music	I Can't Remember
5	55	90’s Music	I Can't Remember
8	55	Music	I Can't Remember
1	56	Music	Love, Hate, Love
5	56	90’s Music	Love, Hate, Love
8	56	Music	Love, Hate, Love
1	57	Music	It Ain't Like That
5	57	90’s Music	It Ain't Like That
8	57	Music	It Ain't Like That
1	58	Music	Sunshine
5	58	90’s Music	Sunshine
8	58	Music	Sunshine
1	59	Music	Put You Down
5	59	90’s Music	Put You Down
8	59	Music	Put You Down
1	60	Music	Confusion
5	60	90’s Music	Confusion
8	60	Music	Confusion
1	61	Music	I Know Somethin (Bout You)
5	61	90’s Music	I Know Somethin (Bout You)
8	61	Music	I Know Somethin (Bout You)
1	62	Music	Real Thing
5	62	90’s Music	Real Thing
8	62	Music	Real Thing
1	63	Music	Desafinado
8	63	Music	Desafinado
1	64	Music	Garota De Ipanema
8	64	Music	Garota De Ipanema
1	65	Music	Samba De Uma Nota Só (One Note Samba)
8	65	Music	Samba De Uma Nota Só (One Note Samba)
1	66	Music	Por Causa De Você
8	66	Music	Por Causa De Você
1	67	Music	Ligia
8	67	Music	Ligia
1	68	Music	Fotografia
8	68	Music	Fotografia
1	69	Music	Dindi (Dindi)
8	69	Music	Dindi (Dindi)
1	70	Music	Se Todos Fossem Iguais A Você (Instrumental)
8	70	Music	Se Todos Fossem Iguais A Você (Instrumental)
1	71	Music	Falando De Amor
8	71	Music	Falando De Amor
1	72	Music	Angela
8	72	Music	Angela
1	73	Music	Corcovado (Quiet Nights Of Quiet Stars)
8	73	Music	Corcovado (Quiet Nights Of Quiet Stars)
1	74	Music	Outra Vez
8	74	Music	Outra Vez
1	75	Music	O Boto (Bôto)
8	75	Music	O Boto (Bôto)
1	76	Music	Canta, Canta Mais
8	76	Music	Canta, Canta Mais
1	77	Music	Enter Sandman
5	77	90’s Music	Enter Sandman
8	77	Music	Enter Sandman
1	78	Music	Master Of Puppets
5	78	90’s Music	Master Of Puppets
8	78	Music	Master Of Puppets
1	79	Music	Harvester Of Sorrow
5	79	90’s Music	Harvester Of Sorrow
8	79	Music	Harvester Of Sorrow
1	80	Music	The Unforgiven
5	80	90’s Music	The Unforgiven
8	80	Music	The Unforgiven
1	81	Music	Sad But True
5	81	90’s Music	Sad But True
8	81	Music	Sad But True
1	82	Music	Creeping Death
5	82	90’s Music	Creeping Death
8	82	Music	Creeping Death
1	83	Music	Wherever I May Roam
5	83	90’s Music	Wherever I May Roam
8	83	Music	Wherever I May Roam
1	84	Music	Welcome Home (Sanitarium)
5	84	90’s Music	Welcome Home (Sanitarium)
8	84	Music	Welcome Home (Sanitarium)
1	85	Music	Cochise
8	85	Music	Cochise
1	86	Music	Show Me How to Live
8	86	Music	Show Me How to Live
1	87	Music	Gasoline
8	87	Music	Gasoline
1	88	Music	What You Are
8	88	Music	What You Are
1	89	Music	Like a Stone
8	89	Music	Like a Stone
1	90	Music	Set It Off
8	90	Music	Set It Off
1	91	Music	Shadow on the Sun
8	91	Music	Shadow on the Sun
1	92	Music	I am the Highway
8	92	Music	I am the Highway
1	93	Music	Exploder
8	93	Music	Exploder
1	94	Music	Hypnotize
8	94	Music	Hypnotize
1	95	Music	Bring'em Back Alive
8	95	Music	Bring'em Back Alive
1	96	Music	Light My Way
8	96	Music	Light My Way
1	97	Music	Getaway Car
8	97	Music	Getaway Car
1	98	Music	The Last Remaining Light
8	98	Music	The Last Remaining Light
1	99	Music	Your Time Has Come
8	99	Music	Your Time Has Come
1	100	Music	Out Of Exile
8	100	Music	Out Of Exile
1	101	Music	Be Yourself
8	101	Music	Be Yourself
1	102	Music	Doesn't Remind Me
8	102	Music	Doesn't Remind Me
1	103	Music	Drown Me Slowly
8	103	Music	Drown Me Slowly
1	104	Music	Heaven's Dead
8	104	Music	Heaven's Dead
1	105	Music	The Worm
8	105	Music	The Worm
1	106	Music	Man Or Animal
8	106	Music	Man Or Animal
1	107	Music	Yesterday To Tomorrow
8	107	Music	Yesterday To Tomorrow
1	108	Music	Dandelion
8	108	Music	Dandelion
1	109	Music	#1 Zero
8	109	Music	#1 Zero
1	110	Music	The Curse
8	110	Music	The Curse
1	111	Music	Money
5	111	90’s Music	Money
8	111	Music	Money
1	112	Music	Long Tall Sally
5	112	90’s Music	Long Tall Sally
8	112	Music	Long Tall Sally
1	113	Music	Bad Boy
5	113	90’s Music	Bad Boy
8	113	Music	Bad Boy
1	114	Music	Twist And Shout
5	114	90’s Music	Twist And Shout
8	114	Music	Twist And Shout
1	115	Music	Please Mr. Postman
5	115	90’s Music	Please Mr. Postman
8	115	Music	Please Mr. Postman
1	116	Music	C'Mon Everybody
5	116	90’s Music	C'Mon Everybody
8	116	Music	C'Mon Everybody
1	117	Music	Rock 'N' Roll Music
5	117	90’s Music	Rock 'N' Roll Music
8	117	Music	Rock 'N' Roll Music
1	118	Music	Slow Down
5	118	90’s Music	Slow Down
8	118	Music	Slow Down
1	119	Music	Roadrunner
5	119	90’s Music	Roadrunner
8	119	Music	Roadrunner
1	120	Music	Carol
5	120	90’s Music	Carol
8	120	Music	Carol
1	121	Music	Good Golly Miss Molly
5	121	90’s Music	Good Golly Miss Molly
8	121	Music	Good Golly Miss Molly
1	122	Music	20 Flight Rock
5	122	90’s Music	20 Flight Rock
8	122	Music	20 Flight Rock
1	123	Music	Quadrant
8	123	Music	Quadrant
1	124	Music	Snoopy's search-Red baron
8	124	Music	Snoopy's search-Red baron
1	125	Music	Spanish moss-"A sound portrait"-Spanish moss
8	125	Music	Spanish moss-"A sound portrait"-Spanish moss
1	126	Music	Moon germs
8	126	Music	Moon germs
1	127	Music	Stratus
8	127	Music	Stratus
1	128	Music	The pleasant pheasant
8	128	Music	The pleasant pheasant
1	129	Music	Solo-Panhandler
8	129	Music	Solo-Panhandler
1	130	Music	Do what cha wanna
8	130	Music	Do what cha wanna
1	131	Music	Intro/ Low Down
8	131	Music	Intro/ Low Down
1	132	Music	13 Years Of Grief
8	132	Music	13 Years Of Grief
1	133	Music	Stronger Than Death
8	133	Music	Stronger Than Death
1	134	Music	All For You
8	134	Music	All For You
1	135	Music	Super Terrorizer
8	135	Music	Super Terrorizer
1	136	Music	Phoney Smile Fake Hellos
8	136	Music	Phoney Smile Fake Hellos
1	137	Music	Lost My Better Half
8	137	Music	Lost My Better Half
1	138	Music	Bored To Tears
8	138	Music	Bored To Tears
1	139	Music	A.N.D.R.O.T.A.Z.
8	139	Music	A.N.D.R.O.T.A.Z.
1	140	Music	Born To Booze
8	140	Music	Born To Booze
1	141	Music	World Of Trouble
8	141	Music	World Of Trouble
1	142	Music	No More Tears
8	142	Music	No More Tears
1	143	Music	The Begining... At Last
8	143	Music	The Begining... At Last
1	144	Music	Heart Of Gold
8	144	Music	Heart Of Gold
1	145	Music	Snowblind
8	145	Music	Snowblind
1	146	Music	Like A Bird
8	146	Music	Like A Bird
1	147	Music	Blood In The Wall
8	147	Music	Blood In The Wall
1	148	Music	The Beginning...At Last
8	148	Music	The Beginning...At Last
1	149	Music	Black Sabbath
8	149	Music	Black Sabbath
1	150	Music	The Wizard
8	150	Music	The Wizard
1	151	Music	Behind The Wall Of Sleep
8	151	Music	Behind The Wall Of Sleep
1	152	Music	N.I.B.
8	152	Music	N.I.B.
17	152	Heavy Metal Classic	N.I.B.
1	153	Music	Evil Woman
8	153	Music	Evil Woman
1	154	Music	Sleeping Village
8	154	Music	Sleeping Village
1	155	Music	Warning
8	155	Music	Warning
1	156	Music	Wheels Of Confusion / The Straightener
8	156	Music	Wheels Of Confusion / The Straightener
1	157	Music	Tomorrow's Dream
8	157	Music	Tomorrow's Dream
1	158	Music	Changes
8	158	Music	Changes
1	159	Music	FX
8	159	Music	FX
1	160	Music	Supernaut
8	160	Music	Supernaut
17	160	Heavy Metal Classic	Supernaut
1	161	Music	Snowblind
8	161	Music	Snowblind
1	162	Music	Cornucopia
8	162	Music	Cornucopia
1	163	Music	Laguna Sunrise
8	163	Music	Laguna Sunrise
1	164	Music	St. Vitus Dance
8	164	Music	St. Vitus Dance
1	165	Music	Under The Sun/Every Day Comes and Goes
8	165	Music	Under The Sun/Every Day Comes and Goes
1	166	Music	Smoked Pork
5	166	90’s Music	Smoked Pork
8	166	Music	Smoked Pork
1	167	Music	Body Count's In The House
5	167	90’s Music	Body Count's In The House
8	167	Music	Body Count's In The House
1	168	Music	Now Sports
5	168	90’s Music	Now Sports
8	168	Music	Now Sports
1	169	Music	Body Count
5	169	90’s Music	Body Count
8	169	Music	Body Count
1	170	Music	A Statistic
5	170	90’s Music	A Statistic
8	170	Music	A Statistic
1	171	Music	Bowels Of The Devil
5	171	90’s Music	Bowels Of The Devil
8	171	Music	Bowels Of The Devil
1	172	Music	The Real Problem
5	172	90’s Music	The Real Problem
8	172	Music	The Real Problem
1	173	Music	KKK Bitch
5	173	90’s Music	KKK Bitch
8	173	Music	KKK Bitch
1	174	Music	D Note
5	174	90’s Music	D Note
8	174	Music	D Note
1	175	Music	Voodoo
5	175	90’s Music	Voodoo
8	175	Music	Voodoo
1	176	Music	The Winner Loses
5	176	90’s Music	The Winner Loses
8	176	Music	The Winner Loses
1	177	Music	There Goes The Neighborhood
5	177	90’s Music	There Goes The Neighborhood
8	177	Music	There Goes The Neighborhood
1	178	Music	Oprah
5	178	90’s Music	Oprah
8	178	Music	Oprah
1	179	Music	Evil Dick
5	179	90’s Music	Evil Dick
8	179	Music	Evil Dick
1	180	Music	Body Count Anthem
5	180	90’s Music	Body Count Anthem
8	180	Music	Body Count Anthem
1	181	Music	Momma's Gotta Die Tonight
5	181	90’s Music	Momma's Gotta Die Tonight
8	181	Music	Momma's Gotta Die Tonight
1	182	Music	Freedom Of Speech
5	182	90’s Music	Freedom Of Speech
8	182	Music	Freedom Of Speech
1	183	Music	King In Crimson
5	183	90’s Music	King In Crimson
8	183	Music	King In Crimson
1	184	Music	Chemical Wedding
5	184	90’s Music	Chemical Wedding
8	184	Music	Chemical Wedding
1	185	Music	The Tower
5	185	90’s Music	The Tower
8	185	Music	The Tower
1	186	Music	Killing Floor
5	186	90’s Music	Killing Floor
8	186	Music	Killing Floor
1	187	Music	Book Of Thel
5	187	90’s Music	Book Of Thel
8	187	Music	Book Of Thel
1	188	Music	Gates Of Urizen
5	188	90’s Music	Gates Of Urizen
8	188	Music	Gates Of Urizen
1	189	Music	Jerusalem
5	189	90’s Music	Jerusalem
8	189	Music	Jerusalem
1	190	Music	Trupets Of Jericho
5	190	90’s Music	Trupets Of Jericho
8	190	Music	Trupets Of Jericho
1	191	Music	Machine Men
5	191	90’s Music	Machine Men
8	191	Music	Machine Men
1	192	Music	The Alchemist
5	192	90’s Music	The Alchemist
8	192	Music	The Alchemist
1	193	Music	Realword
5	193	90’s Music	Realword
8	193	Music	Realword
1	194	Music	First Time I Met The Blues
8	194	Music	First Time I Met The Blues
1	195	Music	Let Me Love You Baby
8	195	Music	Let Me Love You Baby
1	196	Music	Stone Crazy
8	196	Music	Stone Crazy
1	197	Music	Pretty Baby
8	197	Music	Pretty Baby
1	198	Music	When My Left Eye Jumps
8	198	Music	When My Left Eye Jumps
1	199	Music	Leave My Girl Alone
8	199	Music	Leave My Girl Alone
1	200	Music	She Suits Me To A Tee
8	200	Music	She Suits Me To A Tee
1	201	Music	Keep It To Myself (Aka Keep It To Yourself)
8	201	Music	Keep It To Myself (Aka Keep It To Yourself)
1	202	Music	My Time After Awhile
8	202	Music	My Time After Awhile
1	203	Music	Too Many Ways (Alternate)
8	203	Music	Too Many Ways (Alternate)
1	204	Music	Talkin' 'Bout Women Obviously
8	204	Music	Talkin' 'Bout Women Obviously
1	205	Music	Jorge Da Capadócia
5	205	90’s Music	Jorge Da Capadócia
8	205	Music	Jorge Da Capadócia
1	206	Music	Prenda Minha
5	206	90’s Music	Prenda Minha
8	206	Music	Prenda Minha
1	207	Music	Meditação
5	207	90’s Music	Meditação
8	207	Music	Meditação
1	208	Music	Terra
5	208	90’s Music	Terra
8	208	Music	Terra
1	209	Music	Eclipse Oculto
5	209	90’s Music	Eclipse Oculto
8	209	Music	Eclipse Oculto
1	210	Music	Texto "Verdade Tropical"
5	210	90’s Music	Texto "Verdade Tropical"
8	210	Music	Texto "Verdade Tropical"
1	211	Music	Bem Devagar
5	211	90’s Music	Bem Devagar
8	211	Music	Bem Devagar
1	212	Music	Drão
5	212	90’s Music	Drão
8	212	Music	Drão
1	213	Music	Saudosismo
5	213	90’s Music	Saudosismo
8	213	Music	Saudosismo
1	214	Music	Carolina
5	214	90’s Music	Carolina
8	214	Music	Carolina
1	215	Music	Sozinho
5	215	90’s Music	Sozinho
8	215	Music	Sozinho
11	215	Brazilian Music	Sozinho
1	216	Music	Esse Cara
5	216	90’s Music	Esse Cara
8	216	Music	Esse Cara
1	217	Music	Mel
5	217	90’s Music	Mel
8	217	Music	Mel
1	218	Music	Linha Do Equador
5	218	90’s Music	Linha Do Equador
8	218	Music	Linha Do Equador
1	219	Music	Odara
5	219	90’s Music	Odara
8	219	Music	Odara
11	219	Brazilian Music	Odara
1	220	Music	A Luz De Tieta
5	220	90’s Music	A Luz De Tieta
8	220	Music	A Luz De Tieta
11	220	Brazilian Music	A Luz De Tieta
1	221	Music	Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu
5	221	90’s Music	Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu
8	221	Music	Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu
1	222	Music	Vida Boa
5	222	90’s Music	Vida Boa
8	222	Music	Vida Boa
1	223	Music	Sozinho (Hitmakers Classic Mix)
8	223	Music	Sozinho (Hitmakers Classic Mix)
1	224	Music	Sozinho (Hitmakers Classic Radio Edit)
8	224	Music	Sozinho (Hitmakers Classic Radio Edit)
1	225	Music	Sozinho (Caêdrum 'n' Bass)
8	225	Music	Sozinho (Caêdrum 'n' Bass)
1	226	Music	Carolina
8	226	Music	Carolina
1	227	Music	Essa Moça Ta Diferente
8	227	Music	Essa Moça Ta Diferente
1	228	Music	Vai Passar
8	228	Music	Vai Passar
11	228	Brazilian Music	Vai Passar
1	229	Music	Samba De Orly
8	229	Music	Samba De Orly
1	230	Music	Bye, Bye Brasil
8	230	Music	Bye, Bye Brasil
11	230	Brazilian Music	Bye, Bye Brasil
1	231	Music	Atras Da Porta
8	231	Music	Atras Da Porta
1	232	Music	Tatuagem
8	232	Music	Tatuagem
1	233	Music	O Que Será (À Flor Da Terra)
8	233	Music	O Que Será (À Flor Da Terra)
1	234	Music	Morena De Angola
8	234	Music	Morena De Angola
1	235	Music	Apesar De Você
8	235	Music	Apesar De Você
1	236	Music	A Banda
8	236	Music	A Banda
11	236	Brazilian Music	A Banda
1	237	Music	Minha Historia
8	237	Music	Minha Historia
1	238	Music	Com Açúcar E Com Afeto
8	238	Music	Com Açúcar E Com Afeto
1	239	Music	Brejo Da Cruz
8	239	Music	Brejo Da Cruz
1	240	Music	Meu Caro Amigo
8	240	Music	Meu Caro Amigo
1	241	Music	Geni E O Zepelim
8	241	Music	Geni E O Zepelim
1	242	Music	Trocando Em Miúdos
8	242	Music	Trocando Em Miúdos
1	243	Music	Vai Trabalhar Vagabundo
8	243	Music	Vai Trabalhar Vagabundo
1	244	Music	Gota D'água
8	244	Music	Gota D'água
1	245	Music	Construção / Deus Lhe Pague
8	245	Music	Construção / Deus Lhe Pague
1	246	Music	Mateus Enter
5	246	90’s Music	Mateus Enter
8	246	Music	Mateus Enter
1	247	Music	O Cidadão Do Mundo
5	247	90’s Music	O Cidadão Do Mundo
8	247	Music	O Cidadão Do Mundo
1	248	Music	Etnia
5	248	90’s Music	Etnia
8	248	Music	Etnia
1	249	Music	Quilombo Groove [Instrumental]
5	249	90’s Music	Quilombo Groove [Instrumental]
8	249	Music	Quilombo Groove [Instrumental]
1	250	Music	Macô
5	250	90’s Music	Macô
8	250	Music	Macô
1	251	Music	Um Passeio No Mundo Livre
5	251	90’s Music	Um Passeio No Mundo Livre
8	251	Music	Um Passeio No Mundo Livre
1	252	Music	Samba Do Lado
5	252	90’s Music	Samba Do Lado
8	252	Music	Samba Do Lado
1	253	Music	Maracatu Atômico
5	253	90’s Music	Maracatu Atômico
8	253	Music	Maracatu Atômico
1	254	Music	O Encontro De Isaac Asimov Com Santos Dumont No Céu
5	254	90’s Music	O Encontro De Isaac Asimov Com Santos Dumont No Céu
8	254	Music	O Encontro De Isaac Asimov Com Santos Dumont No Céu
1	255	Music	Corpo De Lama
5	255	90’s Music	Corpo De Lama
8	255	Music	Corpo De Lama
1	256	Music	Sobremesa
5	256	90’s Music	Sobremesa
8	256	Music	Sobremesa
1	257	Music	Manguetown
5	257	90’s Music	Manguetown
8	257	Music	Manguetown
1	258	Music	Um Satélite Na Cabeça
5	258	90’s Music	Um Satélite Na Cabeça
8	258	Music	Um Satélite Na Cabeça
1	259	Music	Baião Ambiental [Instrumental]
5	259	90’s Music	Baião Ambiental [Instrumental]
8	259	Music	Baião Ambiental [Instrumental]
1	260	Music	Sangue De Bairro
5	260	90’s Music	Sangue De Bairro
8	260	Music	Sangue De Bairro
1	261	Music	Enquanto O Mundo Explode
5	261	90’s Music	Enquanto O Mundo Explode
8	261	Music	Enquanto O Mundo Explode
1	262	Music	Interlude Zumbi
5	262	90’s Music	Interlude Zumbi
8	262	Music	Interlude Zumbi
1	263	Music	Criança De Domingo
5	263	90’s Music	Criança De Domingo
8	263	Music	Criança De Domingo
1	264	Music	Amor De Muito
5	264	90’s Music	Amor De Muito
8	264	Music	Amor De Muito
1	265	Music	Samidarish [Instrumental]
5	265	90’s Music	Samidarish [Instrumental]
8	265	Music	Samidarish [Instrumental]
1	266	Music	Maracatu Atômico [Atomic Version]
5	266	90’s Music	Maracatu Atômico [Atomic Version]
8	266	Music	Maracatu Atômico [Atomic Version]
1	267	Music	Maracatu Atômico [Ragga Mix]
5	267	90’s Music	Maracatu Atômico [Ragga Mix]
8	267	Music	Maracatu Atômico [Ragga Mix]
1	268	Music	Maracatu Atômico [Trip Hop]
5	268	90’s Music	Maracatu Atômico [Trip Hop]
8	268	Music	Maracatu Atômico [Trip Hop]
1	269	Music	Banditismo Por Uma Questa
5	269	90’s Music	Banditismo Por Uma Questa
8	269	Music	Banditismo Por Uma Questa
1	270	Music	Banditismo Por Uma Questa
5	270	90’s Music	Banditismo Por Uma Questa
8	270	Music	Banditismo Por Uma Questa
1	271	Music	Rios Pontes & Overdrives
5	271	90’s Music	Rios Pontes & Overdrives
8	271	Music	Rios Pontes & Overdrives
1	272	Music	Cidade
5	272	90’s Music	Cidade
8	272	Music	Cidade
1	273	Music	Praiera
5	273	90’s Music	Praiera
8	273	Music	Praiera
1	274	Music	Samba Makossa
5	274	90’s Music	Samba Makossa
8	274	Music	Samba Makossa
1	275	Music	Da Lama Ao Caos
5	275	90’s Music	Da Lama Ao Caos
8	275	Music	Da Lama Ao Caos
1	276	Music	Maracatu De Tiro Certeiro
5	276	90’s Music	Maracatu De Tiro Certeiro
8	276	Music	Maracatu De Tiro Certeiro
1	277	Music	Salustiano Song
5	277	90’s Music	Salustiano Song
8	277	Music	Salustiano Song
1	278	Music	Antene Se
5	278	90’s Music	Antene Se
8	278	Music	Antene Se
1	279	Music	Risoflora
5	279	90’s Music	Risoflora
8	279	Music	Risoflora
1	280	Music	Lixo Do Mangue
5	280	90’s Music	Lixo Do Mangue
8	280	Music	Lixo Do Mangue
1	281	Music	Computadores Fazem Arte
5	281	90’s Music	Computadores Fazem Arte
8	281	Music	Computadores Fazem Arte
1	282	Music	Girassol
8	282	Music	Girassol
1	283	Music	A Sombra Da Maldade
8	283	Music	A Sombra Da Maldade
1	284	Music	Johnny B. Goode
8	284	Music	Johnny B. Goode
1	285	Music	Soldado Da Paz
8	285	Music	Soldado Da Paz
1	286	Music	Firmamento
8	286	Music	Firmamento
1	287	Music	Extra
8	287	Music	Extra
1	288	Music	O Erê
8	288	Music	O Erê
1	289	Music	Podes Crer
8	289	Music	Podes Crer
1	290	Music	A Estrada
8	290	Music	A Estrada
1	291	Music	Berlim
8	291	Music	Berlim
1	292	Music	Já Foi
8	292	Music	Já Foi
1	293	Music	Onde Você Mora?
8	293	Music	Onde Você Mora?
1	294	Music	Pensamento
8	294	Music	Pensamento
1	295	Music	Conciliação
8	295	Music	Conciliação
1	296	Music	Realidade Virtual
8	296	Music	Realidade Virtual
1	297	Music	Mensagem
8	297	Music	Mensagem
1	298	Music	A Cor Do Sol
8	298	Music	A Cor Do Sol
1	299	Music	Onde Você Mora?
5	299	90’s Music	Onde Você Mora?
8	299	Music	Onde Você Mora?
1	300	Music	O Erê
5	300	90’s Music	O Erê
8	300	Music	O Erê
1	301	Music	A Sombra Da Maldade
5	301	90’s Music	A Sombra Da Maldade
8	301	Music	A Sombra Da Maldade
1	302	Music	A Estrada
5	302	90’s Music	A Estrada
8	302	Music	A Estrada
1	303	Music	Falar A Verdade
5	303	90’s Music	Falar A Verdade
8	303	Music	Falar A Verdade
1	304	Music	Firmamento
5	304	90’s Music	Firmamento
8	304	Music	Firmamento
1	305	Music	Pensamento
5	305	90’s Music	Pensamento
8	305	Music	Pensamento
1	306	Music	Realidade Virtual
5	306	90’s Music	Realidade Virtual
8	306	Music	Realidade Virtual
1	307	Music	Doutor
5	307	90’s Music	Doutor
8	307	Music	Doutor
1	308	Music	Na Frente Da TV
5	308	90’s Music	Na Frente Da TV
8	308	Music	Na Frente Da TV
1	309	Music	Downtown
5	309	90’s Music	Downtown
8	309	Music	Downtown
1	310	Music	Sábado A Noite
5	310	90’s Music	Sábado A Noite
8	310	Music	Sábado A Noite
1	311	Music	A Cor Do Sol
5	311	90’s Music	A Cor Do Sol
8	311	Music	A Cor Do Sol
1	312	Music	Eu Também Quero Beijar
5	312	90’s Music	Eu Também Quero Beijar
8	312	Music	Eu Também Quero Beijar
1	313	Music	Noite Do Prazer
8	313	Music	Noite Do Prazer
1	314	Music	À Francesa
8	314	Music	À Francesa
1	315	Music	Cada Um Cada Um (A Namoradeira)
8	315	Music	Cada Um Cada Um (A Namoradeira)
1	316	Music	Linha Do Equador
8	316	Music	Linha Do Equador
1	317	Music	Amor Demais
8	317	Music	Amor Demais
1	318	Music	Férias
8	318	Music	Férias
1	319	Music	Gostava Tanto De Você
8	319	Music	Gostava Tanto De Você
1	320	Music	Flor Do Futuro
8	320	Music	Flor Do Futuro
1	321	Music	Felicidade Urgente
8	321	Music	Felicidade Urgente
1	322	Music	Livre Pra Viver
8	322	Music	Livre Pra Viver
1	323	Music	Dig-Dig, Lambe-Lambe (Ao Vivo)
8	323	Music	Dig-Dig, Lambe-Lambe (Ao Vivo)
1	324	Music	Pererê
8	324	Music	Pererê
1	325	Music	TriboTchan
8	325	Music	TriboTchan
1	326	Music	Tapa Aqui, Descobre Ali
8	326	Music	Tapa Aqui, Descobre Ali
1	327	Music	Daniela
8	327	Music	Daniela
1	328	Music	Bate Lata
8	328	Music	Bate Lata
1	329	Music	Garotas do Brasil
