InvoiceLineId	UnitPrice	Quantity	InvoiceId	TrackName
64	0.99	1	12	Leandro De Itaquera 2001
65	0.99	1	12	Vôo Sobre o Horizonte
66	0.99	1	12	All Star
67	0.99	1	12	Tanto Tempo
68	0.99	1	12	Bumbo Da Mangueira
69	0.99	1	12	Die Die My Darling
70	0.99	1	12	Radio GA GA
71	0.99	1	12	I'm Going Slightly Mad
72	0.99	1	12	Sure Know Something
73	0.99	1	12	God Of Thunder
74	0.99	1	13	Valentino's
75	0.99	1	14	Believe
76	0.99	1	14	As We Sleep
77	0.99	1	15	J Squared
78	0.99	1	15	Maria
79	0.99	1	16	Longview
80	0.99	1	16	Basket Case
81	0.99	1	16	She
82	0.99	1	16	Geek Stink Breath
83	0.99	1	17	Stuck With Me
84	0.99	1	17	Nice Guys Finish Last
85	0.99	1	17	Macy's Day Parade
86	0.99	1	17	Don't You Cry
87	0.99	1	17	Living On Love
88	0.99	1	17	Wherever You May Go
89	0.99	1	18	Diga Lá, Coração
90	0.99	1	18	Comportamento Geral
91	0.99	1	18	Podres Poderes
92	0.99	1	18	Queixa
93	0.99	1	18	Ando Meio Desligado
94	0.99	1	18	Vida De Cachorro
95	0.99	1	18	Meu Refrigerador Não Funciona
96	0.99	1	18	Smoke On The Water
97	0.99	1	18	Trampled Under Foot
98	0.99	1	19	União Da Ilha
99	0.99	1	19	Put Your Lights On
100	0.99	1	19	Primavera
101	0.99	1	19	Seis Da Tarde
102	0.99	1	19	Compulsion
103	0.99	1	19	The Pan Piper
104	0.99	1	19	Jean Pierre (Live)
105	0.99	1	19	Drum Boogie
106	0.99	1	19	Lemon Drop
107	0.99	1	19	Showcase
108	0.99	1	19	Como É Duro Trabalhar
109	0.99	1	19	Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)
110	0.99	1	19	As Rosas Não Falam (Beth Carvalho)
111	0.99	1	19	Green River
112	0.99	1	20	Someday Never Comes
113	0.99	1	21	Walking On The Water
114	0.99	1	21	Suzie-Q, Pt. 2
115	0.99	1	22	Good Golly Miss Molly
116	0.99	1	22	Wrote A Song For Everyone
117	0.99	1	23	Cotton Fields
118	0.99	1	23	Don't Look Now
119	0.99	1	23	Before You Accuse Me
120	0.99	1	23	Pagan Baby
121	0.99	1	24	Born To Move
122	0.99	1	24	Brasil
123	0.99	1	24	Coroné Antonio Bento
124	0.99	1	24	Música Urbana 2
125	0.99	1	24	Woman Is The Nigger Of The World (Ao Vivo)
126	0.99	1	24	Smells Like Teen Spirit (Ao Vivo)
127	0.99	1	25	Admirável Gado Novo
128	0.99	1	25	Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)
129	0.99	1	25	Drifter
130	0.99	1	25	Child In Time
131	0.99	1	25	No No No
132	0.99	1	25	Knocking At Your Back Door
133	0.99	1	25	The Unwritten Law
134	0.99	1	25	Maybe I'm A Leo
135	0.99	1	25	Vavoom : Ted The Mechanic
136	0.99	1	26	Hey Cisco
137	0.99	1	26	Fortuneteller
138	0.99	1	26	High Ball Shooter
139	0.99	1	26	A Twist In The Tail
140	0.99	1	26	Animal
141	0.99	1	26	Hysteria
142	0.99	1	26	Baltimore, DC
143	0.99	1	26	Esquinas
144	0.99	1	26	Açai
145	0.99	1	26	Um Amor Puro
146	0.99	1	26	Fascinação
147	0.99	1	26	Sunshine Of Your Love
148	0.99	1	26	Lay Down Sally
149	0.99	1	26	Tears In Heaven
150	0.99	1	27	Naked In Front Of The Computer
151	0.99	1	28	Helpless
152	0.99	1	28	Mouth To Mouth
153	0.99	1	29	She Loves Me Not
154	0.99	1	29	Paths Of Glory
155	0.99	1	30	Pristina
156	0.99	1	30	Caffeine
157	0.99	1	30	RV
158	0.99	1	30	Everything's Ruined
159	0.99	1	31	A Small Victory
160	0.99	1	31	Easy
161	0.99	1	31	The Gentle Art Of Making Enemies
162	0.99	1	31	Ugly In The Morning
163	0.99	1	31	What A Day
164	0.99	1	31	From Out Of Nowhere
165	0.99	1	32	Underwater Love
166	0.99	1	32	Falamansa Song
167	0.99	1	32	Avisa
168	0.99	1	32	Desaforo
169	0.99	1	32	The Last Song
170	0.99	1	32	What If I Do?
171	0.99	1	32	Virginia Moon
172	0.99	1	32	Times Like These
173	0.99	1	32	Burn Away
174	0.99	1	33	See You
175	0.99	1	33	I Get A Kick Out Of You
176	0.99	1	33	Fly Me To The Moon
177	0.99	1	33	Mack The Knife
178	0.99	1	33	Funk Hum
179	0.99	1	33	Forty Days Instrumental
180	0.99	1	33	Pau-De-Arara
181	0.99	1	33	Stir It Up (Live)
182	0.99	1	33	A Novidade (Live)
183	0.99	1	33	Realce
184	0.99	1	33	Aquele Abraço
185	0.99	1	33	Re-Align
186	0.99	1	33	Holiday
187	0.99	1	33	Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again
188	0.99	1	34	Right Next Door to Hell
189	0.99	1	35	Dust N' Bones
190	0.99	1	35	Live and Let Die
191	0.99	1	36	Perfect Crime
192	0.99	1	36	Bad Obsession
193	0.99	1	37	Double Talkin' Jive
194	0.99	1	37	The Garden
195	0.99	1	37	Don't Damn Me
196	0.99	1	37	Dead Horse
197	0.99	1	38	Yesterdays
198	0.99	1	38	Breakdown
199	0.99	1	38	Estranged
200	0.99	1	38	Colibri
201	0.99	1	38	L'Arc En Ciel De Miles
202	0.99	1	38	Millenium
203	0.99	1	39	These Colours Don't Run
204	0.99	1	39	For the Greater Good of God
205	0.99	1	39	Prowler
206	0.99	1	39	Run To The Hilss
207	0.99	1	39	Can I Play With Madness
208	0.99	1	39	Heaven Can Wait
209	0.99	1	39	Blood Brothers
210	0.99	1	39	The Thin Line Between Love & Hate
211	0.99	1	39	Gates Of Tomorrow
212	0.99	1	40	Fear Is The Key
213	0.99	1	40	01 - Prowler
214	0.99	1	40	The Ides Of March
215	0.99	1	40	Drifter
216	0.99	1	40	The Number Of The Beast
217	0.99	1	40	Phantom Of The Opera
218	0.99	1	40	Afraid To Shoot Strangers
219	0.99	1	40	The Trooper
220	0.99	1	40	Run Silent Run Deep
221	0.99	1	40	Still Life
222	0.99	1	40	Back in the Village
223	0.99	1	40	Blood Brothers
224	0.99	1	40	The Number Of The Beast
225	0.99	1	40	The Prophecy
226	0.99	1	41	Hallowed Be Thy Name
227	0.99	1	42	Invaders
228	0.99	1	42	Run to the Hills
229	0.99	1	43	The Prisoner
230	0.99	1	43	Lord Of The Flies
231	0.99	1	44	Fortunes Of War
232	0.99	1	44	The Aftermath
233	0.99	1	44	Blood On The World's Hands
234	0.99	1	44	2 A.M.
235	0.99	1	45	Lightning Strikes Twice
236	0.99	1	45	Don't Look To The Eyes Of A Stranger
237	0.99	1	45	Night Train
238	0.99	1	45	It's A Man's Man's Man's World
239	0.99	1	45	Hey America
240	0.99	1	45	Get Up Offa That Thing
241	0.99	1	46	When You Gonna Learn (Digeridoo)
242	0.99	1	46	Whatever It Is, I Just Can't Stop
243	0.99	1	46	Black Capricorn Day
244	0.99	1	46	Were Do We Go From Here
245	0.99	1	46	Light Years
246	0.99	1	46	Morning Glory
247	0.99	1	46	Get What You Need
248	0.99	1	46	Take It Or Leave It
249	0.99	1	46	Can You See Me
250	0.99	1	47	Stone Free
251	0.99	1	47	Satch Boogie
252	0.99	1	47	Salve Simpatia
253	0.99	1	47	Filho Maravilha
254	0.99	1	47	Dance Enquanto é Tempo
255	0.99	1	47	Voce Inteira
256	0.99	1	47	Enquanto O Dia Não Vem
257	0.99	1	47	Turbo Lover
258	0.99	1	47	Plaster Caster
259	0.99	1	47	Every Time I Look At You
260	0.99	1	47	Dazed And Confused
261	0.99	1	47	Walter's Walk
262	0.99	1	47	Dancing Days
263	0.99	1	47	All My Love
264	0.99	1	48	Your Time Is Gonna Come
265	0.99	1	49	Black Mountain Side
266	0.99	1	49	Communication Breakdown
267	0.99	1	50	How Many More Times
268	0.99	1	50	What Is And What Should Never Be
269	0.99	1	51	Thank You
270	0.99	1	51	Living Loving Maid (She's Just A Woman)
271	0.99	1	51	Moby Dick
272	0.99	1	51	Immigrant Song
273	0.99	1	52	Out On The Tiles
274	0.99	1	52	Bron-Y-Aur Stomp
275	0.99	1	52	Down By The Seaside
276	0.99	1	52	Boogie With Stu
277	0.99	1	52	For Your Life
278	0.99	1	52	Hots On For Nowhere
279	0.99	1	53	Dazed And Confused
280	0.99	1	53	L'Avventura
281	0.99	1	53	Soul Parsifal
282	0.99	1	53	Quando Você Voltar
283	0.99	1	53	Tempo Perdido
284	0.99	1	53	Meninos E Meninas
285	0.99	1	53	Are You Gonna Go My Way
286	0.99	1	53	Mr. Cab Driver
287	0.99	1	53	Believe
288	0.99	1	54	Condição
289	0.99	1	54	Aquilo
290	0.99	1	54	Assaltaram A Gramática
291	0.99	1	54	Waterhole (Expresso Bongo)
292	0.99	1	54	Tempos Modernos
293	0.99	1	54	Dança Da Solidão
294	0.99	1	54	When I Had Your Love
295	0.99	1	54	Save The Children
296	0.99	1	54	Down by the Sea
297	0.99	1	54	The Unforgiven
298	0.99	1	54	Helpless
299	0.99	1	54	Stone Cold Crazy
300	0.99	1	54	Motorbreath
301	0.99	1	54	2 X 4
302	0.99	1	55	Master Of Puppets
303	0.99	1	56	The Thing That Should Not Be
304	0.99	1	56	Welcome Home (Sanitarium)
305	0.99	1	57	Leper Messiah
306	0.99	1	57	Damage Inc.
307	0.99	1	58	The Memory Remains
308	0.99	1	58	The Unforgiven II
309	0.99	1	58	Slither
310	0.99	1	58	Bad Seed
311	0.99	1	59	Attitude
312	0.99	1	59	For Whom The Bell Tolls
313	0.99	1	59	Creeping Death
314	0.99	1	59	Some Kind Of Monster
315	0.99	1	59	Shoot Me Again
316	0.99	1	59	All Within My Hands
317	0.99	1	60	Harvester Of Sorrow
318	0.99	1	60	The Duke
319	0.99	1	60	Lament
320	0.99	1	60	Coração De Estudante
321	0.99	1	60	Menestrel Das Alagoas
322	0.99	1	60	Maria, Maria
323	0.99	1	60	Ponta de Areia
324	0.99	1	60	Norwegian Wood
325	0.99	1	60	Fast And Loose
326	0.99	1	61	Please Don't Touch
327	0.99	1	61	Já Foi
328	0.99	1	61	Wild Side
329	0.99	1	61	Primal Scream
330	0.99	1	61	Been A Son
331	0.99	1	61	Breed
332	0.99	1	61	Territorial Pissings
333	0.99	1	61	Folhas Secas
334	0.99	1	61	Menino De Rua
335	0.99	1	61	Denúncia
336	0.99	1	61	O Trem Da Juventude
337	0.99	1	61	Selvagem
338	0.99	1	61	Nebulosa Do Amor
339	0.99	1	61	Luis Inacio (300 Picaretas)
340	0.99	1	62	Perplexo
341	0.99	1	63	Me Liga
342	0.99	1	63	Quase Um Segundo
343	0.99	1	64	Romance Ideal
344	0.99	1	64	SKA
345	0.99	1	65	I Don't Know
346	0.99	1	65	Flying High Again
347	0.99	1	65	No More Tears
348	0.99	1	65	Crazy Train
349	0.99	1	66	Relvelation (Mother Earth)
350	0.99	1	66	Children Of The Grave
351	0.99	1	66	Dee
352	0.99	1	66	Blue Train
353	0.99	1	66	Walking Into Clarksdale
354	0.99	1	66	Sons Of Freedom
355	0.99	1	67	Beach Sequence
356	0.99	1	67	Plot 180
357	0.99	1	67	Murders In The Rue Morgue
358	0.99	1	67	Iron Maiden
359	0.99	1	67	Untitled
360	0.99	1	67	Nothingman
361	0.99	1	67	World Wide Suicide
362	0.99	1	67	Big Wave
363	0.99	1	67	Can't Keep
364	0.99	1	68	Green Disease
365	0.99	1	68	Why Go
366	0.99	1	68	Animal
367	0.99	1	68	Leash
368	0.99	1	68	Wanted Dread And Alive
369	0.99	1	68	The Great Gig In The Sky
370	0.99	1	68	Bossa
371	0.99	1	68	Nega Do Cabelo Duro
372	0.99	1	68	You're My Best Friend
373	0.99	1	68	Seven Seas Of Rhye
374	0.99	1	68	Get Down, Make Love
375	0.99	1	68	Get Up
376	0.99	1	68	Untitled
377	0.99	1	68	Be Mine
378	0.99	1	69	Carnival Of Sorts
379	0.99	1	70	Radio Free Aurope
380	0.99	1	70	Perfect Circle
381	0.99	1	71	So Central Rain
382	0.99	1	71	Pretty Persuasion
383	0.99	1	72	Can't Get There From Here
384	0.99	1	72	Fall On Me
385	0.99	1	72	Cuyahoga
386	0.99	1	72	The Finest Worksong
387	0.99	1	73	Papeau Nuky Doe
388	0.99	1	73	Esporrei Na Manivela
389	0.99	1	73	Maluco Beleza
390	0.99	1	73	As Profecias
391	0.99	1	73	Que Luz É Essa
392	0.99	1	73	Século XXI
393	0.99	1	74	Suck My Kiss
394	0.99	1	74	Under The Bridge
395	0.99	1	74	They're Red Hot
396	0.99	1	74	The Zephyr Song
397	0.99	1	74	Tear
398	0.99	1	74	Parallel Universe
399	0.99	1	74	Porcelain
400	0.99	1	74	Right On Time
401	0.99	1	74	Xanadu
402	0.99	1	75	Finding My Way
403	0.99	1	75	Evil Ways
404	0.99	1	75	It's Only Love
405	0.99	1	75	So Beautiful
406	0.99	1	75	Maquinarama
407	0.99	1	75	Garota Nacional
408	0.99	1	75	Aeroplane Flies High
409	0.99	1	75	Saturnine
410	0.99	1	75	Cherub Rock
411	0.99	1	75	Ava Adore
412	0.99	1	75	Hands All Over
413	0.99	1	75	Pretty Noose
414	0.99	1	75	Starburst
415	0.99	1	75	Leave My Girl Alone
416	0.99	1	76	Plush
417	0.99	1	77	Wet My Bed
418	0.99	1	77	Crackerman
419	0.99	1	78	Soldier Side - Intro
420	0.99	1	78	Revenga
421	0.99	1	79	Radio/Video
422	0.99	1	79	Violent Pornography
423	0.99	1	79	Sad Statue
424	0.99	1	79	Lost in Hollywood
425	0.99	1	80	Black Light Syndrome
426	0.99	1	80	Midnight From The Inside Out
427	0.99	1	80	Sometimes Salvation
428	0.99	1	80	Girl From A Pawnshop
429	0.99	1	80	Title Song
430	0.99	1	80	Soul Singing
431	0.99	1	81	Clash City Rockers
432	0.99	1	81	Train In Vain
433	0.99	1	81	Know Your Rights
434	0.99	1	81	Take The Power
435	0.99	1	81	Speed Of Light
436	0.99	1	81	Spirit Walker
437	0.99	1	81	Edie (Ciao Baby)
438	0.99	1	81	Sun King
439	0.99	1	81	Twentienth Century Fox
440	0.99	1	82	Can't Stand Losing You
441	0.99	1	82	King Of Pain
442	0.99	1	82	Get Off Of My Cloud
443	0.99	1	82	Gimmie Shelters
444	0.99	1	82	Thief In The Night
445	0.99	1	82	Out Of Tears
446	0.99	1	82	Walking Wounded
447	0.99	1	82	Heaven Coming Down
448	0.99	1	82	Gyroscope
449	0.99	1	82	Anyway, Anyhow, Anywhere
450	0.99	1	82	Pinball Wizard
451	0.99	1	82	You Better You Bet
452	0.99	1	82	Música No Ar
453	0.99	1	82	Você
454	0.99	1	83	Go Back
455	0.99	1	84	Prá Dizer Adeus
456	0.99	1	84	Família
457	0.99	1	85	O Pulso
458	0.99	1	85	Nem 5 Minutos Guardados
459	0.99	1	86	Palavras
460	0.99	1	86	A Melhor Forma
461	0.99	1	86	32 Dentes
462	0.99	1	86	Não Vou Lutar
463	0.99	1	87	Querem Meu Sangue
464	0.99	1	87	Lugar Nenhum
465	0.99	1	87	Domingo
466	0.99	1	87	Era Uma Vez
467	0.99	1	87	Toda Cor
468	1.99	1	87	Occupation / Precipice
469	1.99	1	88	Hero
470	1.99	1	88	The Woman King
471	1.99	1	88	Crossroads, Pt. 2
472	1.99	1	88	Better Halves
473	1.99	1	88	The Fix
474	1.99	1	88	Parasite
475	1.99	1	88	The Glass Ballerina
476	1.99	1	88	Walkabout
477	1.99	1	88	I Do
478	1.99	1	89	Solitary
479	1.99	1	89	Fire + Water
480	1.99	1	89	Homecoming
481	1.99	1	89	Dave
482	1.99	1	89	Born to Run
483	0.99	1	89	One
484	0.99	1	89	Love Is Blindness
485	0.99	1	89	When I Look At The World
486	0.99	1	89	Everlasting Love
487	0.99	1	89	Vertigo
488	0.99	1	89	Original Of The Species
489	0.99	1	89	Miami
490	0.99	1	89	All Along The Watchtower
491	0.99	1	89	God Part II
492	0.99	1	90	Desire
493	0.99	1	91	When Love Comes To Town
494	0.99	1	91	Angel Of Harlem
495	0.99	1	92	Sunday Bloody Sunday
496	0.99	1	92	New Year's Day
497	0.99	1	93	Drowning Man
498	0.99	1	93	Two Hearts Beat As One
499	0.99	1	93	Surrender
500	0.99	1	93	Zooropa
501	0.99	1	94	Stay (Faraway, So Close!)
502	0.99	1	94	Dirty Day
503	0.99	1	94	I Would Do For You
504	0.99	1	94	Wear You To The Ball
505	0.99	1	94	C'est La Vie
506	0.99	1	94	Where Have All The Good Times Gone?
507	0.99	1	95	Dancing In The Street
508	0.99	1	95	Eruption
509	0.99	1	95	Jump
510	0.99	1	95	Right Now
511	0.99	1	95	Eruption
512	0.99	1	95	Feel Your Love Tonight
513	0.99	1	95	One I Want
514	0.99	1	95	Year to the Day
515	0.99	1	95	Big Machine
516	0.99	1	96	Dirty Little Thing
517	0.99	1	96	So Por Amor
518	0.99	1	96	Here I Go Again
519	0.99	1	96	The Deeper The Love
520	0.99	1	96	Seu Balancê
521	0.99	1	96	Sapopemba e Maxambomba
522	1.99	1	96	The Man Behind the Curtain
523	1.99	1	96	The Dundies
524	1.99	1	96	Christmas Party
525	1.99	1	96	Michael's Birthday
526	1.99	1	96	Diwali
527	1.99	1	96	Phyllis's Wedding
528	1.99	1	96	How to Stop an Exploding Man
529	1.99	1	96	The Long Patrol
530	1.99	1	97	Baltar's Escape
531	1.99	1	98	Experiment In Terra
532	1.99	1	98	Take the Celestra
533	1.99	1	99	Pilot
534	1.99	1	99	Through the Looking Glass, Pt. 1
535	0.99	1	100	#9 Dream
536	0.99	1	100	Give Peace a Chance
537	0.99	1	100	Whatever Gets You Thru the Night
538	0.99	1	100	Gimme Some Truth
539	0.99	1	101	Jealous Guy
540	0.99	1	101	Beautiful Boy
541	0.99	1	101	Gimme Some Truth
542	0.99	1	101	Sympton of the Universe
543	0.99	1	101	War Pigs
544	0.99	1	101	Never Say Die
545	0.99	1	102	The Zoo
546	0.99	1	102	I Can't Explain
547	0.99	1	102	Put Your Head Out
548	0.99	1	102	Danny Boy, Danny Boy
549	0.99	1	102	One For The Road
550	0.99	1	102	Chapa o Coco
551	0.99	1	102	Todo o Carnaval tem seu Fim
552	0.99	1	102	Funk de Bamba
553	1.99	1	102	The Beginning of the End
554	1.99	1	103	Meet Kevin Johnson
555	0.99	1	103	Muita Bobeira
556	0.99	1	103	Say Hello 2 Heaven
557	0.99	1	103	All Night Thing
558	0.99	1	103	Scar On the Sky
559	0.99	1	103	Until We Fall
560	0.99	1	103	Show Me How to Live (Live at the Quart Festival)
561	0.99	1	103	The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound
562	0.99	1	103	Requiem, Op.48: 4. Pie Jesu
563	1.99	1	103	Branch Closing
564	0.99	1	103	Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, "Moonlight": I. Adagio sostenuto
565	0.99	1	103	Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat
566	0.99	1	103	Rehab
567	0.99	1	103	He Can Only Hold Her
568	0.99	1	104	Slowness
569	0.99	1	105	Prometheus Overture, Op. 43
570	0.99	1	105	Sonata for Solo Violin: IV: Presto
571	0.99	1	106	Suite No. 3 in D, BWV 1068: III. Gavotte I & II
572	0.99	1	106	Adios nonino
573	0.99	1	107	Act IV, Symphony
574	0.99	1	107	Music for the Funeral of Queen Mary: VI. "Thou Knowest, Lord, the Secrets of Our Hearts"
575	0.99	1	107	Partita in E Major, BWV 1006A: I. Prelude
576	0.99	1	107	Sing Joyfully
577	0.99	1	108	Étude 1, In C Major - Preludio (Presto) - Liszt
578	0.99	1	108	String Quartet No. 12 in C Minor, D. 703 "Quartettsatz": II. Andante - Allegro assai
579	0.99	1	108	For Those About To Rock (We Salute You)
580	0.99	1	108	Princess of the Dawn
581	0.99	1	108	Snowballed
582	0.99	1	108	Night Of The Long Knives
583	0.99	1	109	Problem Child
584	0.99	1	109	Rag Doll
585	0.99	1	109	Blind Man
586	0.99	1	109	Livin' On The Edge
587	0.99	1	109	Forgiven
588	0.99	1	109	Wake Up
589	0.99	1	109	I Can't Remember
590	0.99	1	109	I Know Somethin (Bout You)
591	0.99	1	109	Ligia
592	0.99	1	110	Canta, Canta Mais
593	0.99	1	110	Cochise
594	0.99	1	110	Hypnotize
595	0.99	1	110	Drown Me Slowly
596	0.99	1	110	Long Tall Sally
597	0.99	1	110	Good Golly Miss Molly
598	0.99	1	110	Do what cha wanna
599	0.99	1	110	A.N.D.R.O.T.A.Z.
600	0.99	1	110	The Beginning...At Last
601	0.99	1	110	Tomorrow's Dream
602	0.99	1	110	Smoked Pork
603	0.99	1	110	Voodoo
604	0.99	1	110	Chemical Wedding
605	0.99	1	110	Realword
606	0.99	1	111	Meditação
607	0.99	1	112	Terra
608	0.99	1	112	Eclipse Oculto
609	0.99	1	113	Bem Devagar
610	0.99	1	113	Saudosismo
611	0.99	1	114	Sozinho
612	0.99	1	114	Mel
613	0.99	1	114	Odara
614	0.99	1	114	Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu
615	0.99	1	115	Sozinho (Caêdrum 'n' Bass)
616	0.99	1	115	Samba De Orly
617	0.99	1	115	O Que Será (À Flor Da Terra)
618	0.99	1	115	Minha Historia
619	0.99	1	115	Geni E O Zepelim
620	0.99	1	115	Construção / Deus Lhe Pague
621	0.99	1	116	Um Passeio No Mundo Livre
622	0.99	1	116	Manguetown
623	0.99	1	116	Criança De Domingo
624	0.99	1	116	Banditismo Por Uma Questa
625	0.99	1	116	Da Lama Ao Caos
626	0.99	1	116	Computadores Fazem Arte
627	0.99	1	116	Extra
628	0.99	1	116	Onde Você Mora?
629	0.99	1	116	Onde Você Mora?
630	0.99	1	117	Na Frente Da TV
631	0.99	1	117	Amor Demais
632	0.99	1	117	Tapa Aqui, Descobre Ali
633	0.99	1	117	My Love
634	0.99	1	117	Travelling Riverside Blues
635	0.99	1	117	Sam With The Showing Scalp Flat Top
636	0.99	1	117	Gavioes 2001
637	0.99	1	117	Morro Da Casa Verde 2001
638	0.99	1	117	Samba da Bençaco
639	0.99	1	117	Maria Fumaça
640	0.99	1	117	Only A Dream In Rio
641	0.99	1	117	Só Tinha De Ser Com Você
642	0.99	1	117	Whiskey In The Jar
643	0.99	1	117	It's A Hard Life
644	0.99	1	118	Sure Know Something
645	0.99	1	119	Love Gun
646	0.99	1	119	Deuce
647	0.99	1	120	Shock Me
648	0.99	1	120	She
649	0.99	1	121	Shout It Out Loud
650	0.99	1	121	Calling Dr. Love
651	0.99	1	121	Strutter
652	0.99	1	121	Cold Gin
653	0.99	1	122	De La Luz
654	0.99	1	122	Surrender
655	0.99	1	122	When Evening Falls
656	0.99	1	122	Poprocks And Coke
657	0.99	1	122	When I Come Around
658	0.99	1	122	Brain Stew
659	0.99	1	123	Redundant
660	0.99	1	123	Into The Light
661	0.99	1	123	Cry For Love
662	0.99	1	123	Grito De Alerta
663	0.99	1	123	Lindo Lago Do Amor
664	0.99	1	123	Ponto De Interrogação
665	0.99	1	123	Voce Nao Entende Nada - Cotidiano
666	0.99	1	123	O Leaozinho
667	0.99	1	123	Top Top
668	0.99	1	124	Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll
669	0.99	1	124	You Fool No One
670	0.99	1	124	Viradouro
671	0.99	1	124	Tradição
672	0.99	1	124	Maria Maria
673	0.99	1	124	Entre E Ouça
674	0.99	1	124	Agora Que O Dia Acordou
675	0.99	1	124	Bye Bye Blackbird
676	0.99	1	124	Nefertiti
677	0.99	1	124	Going Down / Highway Star
678	0.99	1	124	Boogie Blues
679	0.99	1	124	Don't Take Your Love From Me
680	0.99	1	124	Onde Anda Você
681	0.99	1	124	Deixa
682	0.99	1	125	As Rosas Não Falam (Beth Carvalho)
683	0.99	1	126	Wave (Os Cariocas)
684	0.99	1	126	Garota de Ipanema (Dick Farney)
685	0.99	1	127	Susie Q
686	0.99	1	127	Proud Mary
687	0.99	1	128	Lodi
688	0.99	1	128	Commotion
689	0.99	1	128	Fortunate Son
690	0.99	1	128	Who'll Stop The Rain
691	0.99	1	129	Long As I Can See The Light
692	0.99	1	129	Sweet Hitch-Hiker
693	0.99	1	129	Born On The Bayou
694	0.99	1	129	Night Time Is The Right Time
695	0.99	1	129	The Midnight Special
696	0.99	1	129	(Wish I Could) Hideaway
697	0.99	1	130	Gatas Extraordinárias
698	0.99	1	130	Você Passa, Eu Acho Graça (Ao Vivo)
699	0.99	1	130	Não Sei O Que Eu Quero Da Vida
700	0.99	1	130	E.C.T.
701	0.99	1	130	Eleanor Rigby
702	0.99	1	130	Comin' Home
703	0.99	1	130	Love Child
704	0.99	1	130	Flight Of The Rat
705	0.99	1	130	Strange Kind Of Woman
706	0.99	1	131	Black Night
707	0.99	1	131	Pictures Of Home
708	0.99	1	131	Cascades : I'm Not Your Lover
709	0.99	1	131	The Cut Runs Deep
710	0.99	1	131	Love Don't Mean a Thing
711	0.99	1	131	Lick It Up
712	0.99	1	131	Pour Some Sugar On Me
713	0.99	1	131	Action
714	0.99	1	131	Groovus Interruptus
715	0.99	1	131	Cigano
716	0.99	1	131	Acelerou
717	0.99	1	131	Azul
718	0.99	1	131	Dois Pra Lá, Dois Pra Cá
719	0.99	1	131	Maria Rosa
720	0.99	1	132	Lay Down Sally
721	0.99	1	133	Knockin On Heavens Door
